NAME:,walk_2_2.csv,,
EXPIRAMENT TIME:,19/06/2023 12:35,,
ACTIVITY TYPE:,Walking,,
COUNT OF ACTUAL STEPS::,115,,
,,,
Time [sec],ACC X,ACC Y,ACC Z 
0,-9.14,-1.41,-5.3
0.1,-9.18,-1.33,-5.26
0.2,-8.9,-1.41,-5.49
0.3,-9.22,-1.88,-4.98
0.4,-9.1,-1.49,-5.3
0.5,-8.87,-1.61,-4.75
0.6,-9.45,-2.04,-4.63
0.7,-9.73,-1.96,-4.98
0.8,-10.32,-1.1,-6.24
0.9,-10.08,-2.43,-5.22
1,-7.88,0.04,-7.18
1.1,-7.92,-0.59,-5.14
1.2,-7.61,-1.14,-4.98
1.3,-9.77,-0.82,-4.82
1.4,-10.63,-0.94,-5.57
1.5,-11.45,-1.53,-7.14
1.6,-8.32,-0.12,-6.47
1.7,-7.37,-1.53,-5.22
1.8,-7.06,-1.92,-4.51
1.9,-9.77,-1.06,-5.18
2,-10.47,-0.67,-7.02
2.1,-11.65,-1.22,-6.86
2.2,-7.26,0.08,-6
2.3,-7.3,-0.08,-5.37
2.4,-7.65,-0.98,-4.08
2.5,-9.89,-1.33,-5.02
2.6,-11.81,-1.18,-7.73
2.7,-9.92,0.31,-8.55
2.8,-8.04,-1.96,-4.47
2.9,-6.59,-1.45,-5.02
3,-8.43,-1.49,-5.45
3.1,-9.1,-0.59,-6.83
3.2,-11.81,-0.63,-6.83
3.3,-8.24,-0.75,-5.1
3.4,-7.1,0.67,-6.83
3.5,-8.04,-0.86,-4.51
3.6,-10.51,-1.18,-5.26
3.7,-10.71,-0.98,-6.83
3.8,-8.79,0.31,-8.2
3.9,-7.61,-1.84,-4.2
4,-6.43,-1.14,-4.9
4.1,-9.69,-1.37,-5.69
4.2,-10.63,-0.27,-6.75
4.3,-9.26,0.16,-7.02
4.4,-8.32,-0.39,-5.02
4.5,-6.86,-0.9,-5.02
4.6,-8.79,-1.06,-3.96
4.7,-11.26,-0.86,-6.2
4.8,-10.55,-1.96,-6.12
4.9,-7.96,-1.29,-5.53
5,-7.34,-0.39,-5.96
5.1,-6.47,-2.12,-3.73
5.2,-11.1,-1.37,-5.69
5.3,-11.65,-1.57,-6.67
5.4,-8.55,0.51,-7.1
5.5,-7.22,-0.16,-4.71
5.6,-8.04,-1.14,-4.08
5.7,-10.04,-0.16,-5.41
5.8,-11.3,-0.35,-6.75
5.9,-9.06,-0.67,-6.94
6,-7.81,-1.61,-4.82
6.1,-7.69,-1.65,-4.31
6.2,-9.06,-0.98,-4.75
6.3,-11.1,-0.67,-5.26
6.4,-10.59,-0.71,-6.55
6.5,-8.28,-1.02,-4.35
6.6,-6.63,-0.67,-4.39
6.7,-9.81,-0.82,-3.41
6.8,-11.22,-1.1,-5.26
6.9,-12.08,-0.78,-6.39
7,-8.36,-0.35,-6
7.1,-7.85,0.59,-5.41
7.2,-8.63,-0.63,-4.31
7.3,-10.2,-0.31,-5.61
7.4,-13.06,-0.71,-5.53
7.5,-8.75,1.1,-6.43
7.6,-6.71,1.37,-5.73
7.7,-8.67,0.27,-3.8
7.8,-9.06,0.12,-5.18
7.9,-12.47,0.12,-6.47
8,-9.3,-0.55,-6.28
8.1,-8.9,-0.39,-4.98
8.2,-7.92,-0.9,-3.45
8.3,-9.85,-0.67,-4.47
8.4,-10.98,0.08,-6.35
8.5,-8.87,0.31,-6.28
8.6,-8.47,0.51,-5.22
8.7,-6.79,0.08,-4.79
8.8,-9.18,-0.12,-4.9
8.9,-11.26,0,-6.67
9,-11.26,0.55,-7.02
9.1,-8.36,-1.22,-5.02
9.2,-6.35,-0.2,-4.82
9.3,-8.71,-0.55,-4.35
9.4,-10.12,0.31,-7.22
9.5,-11.81,0.51,-6.08
9.6,-8.04,0.75,-5.81
9.7,-7.45,0.71,-5.26
9.8,-8.47,-0.08,-3.88
9.9,-10.51,-0.2,-5.33
10,-12.47,0.12,-6.79
10.1,-9.22,0.16,-6.98
10.2,-6.98,-0.75,-3.96
10.3,-7.49,-0.16,-3.92
10.4,-10.47,0.08,-5.65
10.5,-11.73,0.94,-6.2
10.6,-9.96,1.26,-7.06
10.7,-7.92,0.55,-4.59
