NAME:,walk_3_2.csv,,
EXPERIMENT TIME:,01/06/2023 09:07,,
ACTIVITY TYPE:,Walking,,
COUNT OF ACTUAL STEPS:,101,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
0,-10.43,1.29,-2.28
0.1,8.55,-2.71,-0.39
0.2,9.34,-2.9,-0.12
0.3,8.98,-2.79,0.16
0.4,8.98,-2.79,0.16
0.5,10.71,-3.22,-0.59
0.6,10.2,-0.78,-0.24
0.7,9.02,-2.71,1.18
0.8,7.69,1.22,4.94
0.9,6.12,-1.29,3.26
1,5.61,-1.33,4.75
1.1,8.9,-1.73,6.16
1.2,13.61,0.08,4.79
1.3,5.26,-0.59,-1.1
1.4,8.16,-1.96,0.98
1.5,8.32,-3.22,0.27
1.6,8.79,-2.55,0.39
1.7,10,-1.73,0.94
1.8,11.41,-4.35,-0.27
1.9,15.81,2.75,-0.71
2,10.16,-0.63,0.63
2.1,4.59,0.47,1.53
2.2,3.96,0.43,1.65
2.3,13.45,-4.86,5.1
2.4,15.49,0.78,0.35
2.5,4.67,1.06,-2.98
2.6,7.61,-0.67,-0.63
2.7,8.79,-3.92,0.9
2.8,8.16,-2.86,0.59
2.9,11.14,-2.08,-1.29
3,11.18,-0.78,2.31
3.1,4.12,-1.41,0.04
3.2,3.37,1.61,1.18
3.3,12.43,-2.47,7.69
3.4,5.92,-0.75,3.37
3.5,5.3,2.2,1.14
3.6,9.18,-1.49,-0.55
3.7,9.57,-3.88,0.82
3.8,7.88,-3.14,0.39
3.9,9.1,-4.24,0.67
4,12.67,-4.63,-0.12
4.1,12.51,3.8,0.2
4.2,4.16,-2,0.78
4.3,2.86,1.73,0.51
4.4,11.18,-2.31,8.04
4.5,7.53,-3.53,4.67
4.6,7.61,2.55,1.14
4.7,7.61,2.55,1.14
4.8,7.61,2.55,1.14
4.9,7.61,2.55,1.14
5,7.61,2.55,1.14
5.1,7.96,-1.53,1.26
5.2,7.96,-1.53,1.26
5.3,7.96,-1.53,1.26
5.4,7.96,-1.53,1.26
5.5,7.96,-1.53,1.26
5.6,8.28,-3.53,0.27
5.7,9.38,-3.02,-1.14
5.8,6.79,-0.82,0.27
5.9,9.3,-4.04,0.47
6,10.32,-1.88,1.29
6.1,11.06,-4.79,1.02
6.2,17.14,1.57,-1.96
6.3,7.41,-0.59,0.16
6.4,4.79,0.16,0.63
6.5,4.75,-0.08,2.67
6.6,9.49,-2.94,5.77
6.7,14,-3.92,-4.55
6.8,5.73,-1.84,-0.35
6.9,7.88,-3.61,0.24
7,10.47,-1.18,0.35
7.1,12.04,-3.73,0.2
7.2,18.83,1.69,-0.9
7.3,9.26,-0.12,-0.59
7.4,3.18,1.69,1.02
7.5,4.79,0.55,4.43
7.6,6.39,-0.51,5.96
7.7,16.12,-3.84,-1.53
7.8,10.51,-1.37,0.43
7.9,6.35,-2.59,-0.71
8,7.69,-4.04,0.31
8.1,10.9,-0.86,0.47
8.2,12.94,-4.86,-0.51
8.3,12.94,-4.86,-0.51
8.4,8.71,-1.1,0.27
8.5,3.14,0.9,-0.2
8.6,4.98,0.51,4.86
8.7,8.51,-2.55,5.57
8.8,9.26,0.12,-2.9
8.9,9.77,-2.63,2.59
9,7.45,-4.67,-0.86
9.1,7.77,-3.22,0.24
9.2,10.55,-2.24,0.98
9.3,11.77,-4.79,-0.2
9.4,11.77,-4.79,-0.2
9.5,16.24,-0.27,0
9.6,3.33,0.78,0.16
9.7,6.32,-0.24,5.88
9.8,6.04,0.98,4.43
9.9,8.55,2.71,-2.75
10,8.55,2.71,-2.75
10.1,8,-3.06,-0.59
10.2,8,-3.06,-0.59
10.3,9.92,-4.31,-0.24
10.4,11.1,-4,-0.16
10.5,13.34,0.75,0.71
10.6,13.34,0.75,0.71
10.7,13.34,0.75,0.71
10.8,13.34,0.75,0.71
10.9,3.02,0.78,0.27
11,3.02,0.78,0.27
11.1,3.02,0.78,0.27
11.2,3.02,0.78,0.27
11.3,3.02,0.78,0.27
11.4,11.92,-4,7.49
11.5,11.92,-4,7.49
11.6,11.92,-4,7.49
11.7,11.92,-4,7.49
11.8,11.92,-4,7.49
11.9,5.88,3.92,7.49
12,5.88,3.92,7.49
12.1,5.88,3.92,7.49
12.2,5.88,3.92,7.49
12.3,5.88,3.92,7.49
12.4,3.22,-0.47,1.14
12.5,3.22,-0.47,1.14
12.6,3.22,-0.47,1.14
12.7,3.22,-0.47,1.14
12.8,3.22,-0.47,1.14
12.9,12.24,-2.12,0.71
13,12.24,-2.12,0.71
13.1,12.24,-2.12,0.71
13.2,12.24,-2.12,0.71
13.3,12.24,-2.12,0.71
13.4,18.59,3.22,1.02
13.5,18.59,3.22,1.02
13.6,18.59,3.22,1.02
13.7,18.59,3.22,1.02
13.8,18.59,3.22,1.02
13.9,9.81,-0.94,1.02
14,4.86,1.77,2.82
14.1,10.59,-6.2,9.02
14.2,13.81,3.8,-0.12
14.3,10.04,-0.67,-1.61
14.4,7.57,-2.71,-1.49
14.5,10.47,-5.57,-1.92
14.6,8.04,-4.12,0.55
14.7,10.12,-1.53,0.27
14.8,11.22,-4.16,-2.43
14.9,11.92,-1.84,1.73
15,4.86,-0.47,1.61
15.1,10.16,0.63,5.49
15.2,10.16,0.63,5.49
15.3,8.67,-0.78,0.31
15.4,8.67,-2.94,0.55
15.5,8.67,-2.94,0.55
15.6,9.1,-2.04,0.24
15.7,10.32,-3.33,0.78
15.8,15.3,1.57,0.39
15.9,15.3,1.57,0.39
16,5.92,-0.78,0.71
16.1,3.06,0.47,0.04
16.2,8.47,-0.86,6.63
16.3,9.96,-1.14,4.63
16.4,7.61,2.71,0.67
16.5,8.87,-0.31,-0.43
16.6,8.59,-2.86,0.16
16.7,8.94,-2.2,-0.2
16.8,9.96,-4.28,1.06
16.9,9.53,-3.14,1.65
17,13.1,-2.12,1.1
17.1,5.41,-0.82,0.35
17.2,3.84,0.47,0.63
17.3,9.69,-0.63,7.14
17.4,7.69,-1.77,3.3
17.5,8.51,4.35,-1.33
17.6,9.81,-1.69,-0.27
17.7,8.28,-2.04,0.59
17.8,8.67,-2.2,-0.2
17.9,9.92,-3.3,0.75
18,10.87,-2.16,-1.49
18.1,13.49,-0.47,1.22
18.2,6.51,-1.06,0.47
18.3,3.41,0.47,0.04
18.4,11.34,-2.08,6.2
18.5,10.08,-0.98,3.96
18.6,6.24,1.8,0.86
18.7,9.18,-2,0
18.8,9.18,-2,0
18.9,9.18,-2,0
19,9.18,-2,0
19.1,8.51,-1.29,0.04
19.2,8.51,-1.29,0.04
19.3,8.51,-1.29,0.04
19.4,8.51,-1.29,0.04
19.5,8.51,-1.29,0.04
19.6,12.63,2.12,0.04
19.7,9.02,-0.75,-0.43
19.8,9.38,-2.31,-0.12
19.9,8.47,-2.08,0.47
20,9.65,-2.9,0.31
20.1,13.02,-3.61,-0.51
20.2,15.02,1.73,-1.26
20.3,8.24,-0.71,0.2
20.4,4.71,1.22,1.14
20.5,6.51,-0.39,5.49
20.6,11.96,-2.47,6.04
20.7,11.96,0.39,-1.73
20.8,10.4,-2.82,-1.96
20.9,7.37,-0.75,-0.04
21,9.06,-2.59,0.39
21.1,9.14,-1.26,0.12
21.2,11.73,-2.43,0.51
21.3,11.73,-2.43,0.51
21.4,12.24,0.63,1.49
21.5,4.51,-0.71,2.04
21.6,3.84,1.26,1.41
21.7,13.89,-3.69,6.28
21.8,10,0.24,3.14
21.9,4.86,2.98,1.22
22,9.06,-1.37,-0.35
22.1,8.9,-1.96,-0.12
22.2,10.63,-2.67,1.45
22.3,11.41,-2.55,-0.71
22.4,12.2,0.08,1.02
22.5,5.84,-1.33,1.1
22.6,3.92,0.35,0.12
22.7,8.04,-1.57,7.34
22.8,7.3,-1.57,5.49
22.9,10.04,2.24,-0.86
23,9.3,-3.37,1.53
23.1,8.43,-1.29,-0.39
23.2,8.67,-2.75,0.12
23.3,10.47,-2.04,0.43
23.4,12.16,-4.2,-0.86
23.5,13.38,-0.04,0
23.6,10.51,-0.2,-0.04
23.7,3.77,0.98,1.29
23.8,5.81,-0.71,3.22
23.9,11.14,-2.47,6.32
24,13.77,0.82,-0.47
24.1,13.77,0.82,-0.47
24.2,7.26,-0.55,-0.63
24.3,8.71,-2.9,0.12
24.4,8.63,-2.04,0.78
24.5,12.55,-1.96,-0.12
24.6,12.55,-1.96,-0.12
24.7,12.55,-1.96,-0.12
24.8,12.55,-1.96,-0.12
24.9,12.55,-1.96,-0.12
25,10.59,0.98,1.57
25.1,10.59,0.98,1.57
25.2,10.59,0.98,1.57
25.3,10.59,0.98,1.57
25.4,10.59,0.98,1.57
25.5,4.39,0.55,1.45
25.6,4.39,0.55,1.45
25.7,4.39,0.55,1.45
25.8,4.39,0.55,1.45
25.9,4.39,0.55,1.45
26,3.26,0.82,1.45
26.1,3.26,0.82,1.45
26.2,3.26,0.82,1.45
26.3,3.26,0.82,1.45
26.4,3.26,0.82,1.45
26.5,8.79,-2.31,0.2
26.6,8.79,-2.31,0.2
26.7,8.79,-2.31,0.2
26.8,8.79,-2.31,0.2
26.9,11.22,-1.49,-1.77
27,11.22,-1.49,-1.77
27.1,11.22,-1.49,-1.77
27.2,11.22,-1.49,-1.77
27.3,11.22,-1.49,-1.77
27.4,11.18,1.1,-1.77
27.5,11.18,1.1,-1.77
27.6,11.18,1.1,-1.77
27.7,11.18,1.1,-1.77
27.8,11.18,1.1,-1.77
27.9,7.73,-2.31,-0.24
28,7.73,-2.31,-0.24
28.1,7.73,-2.31,-0.24
28.2,7.73,-2.31,-0.24
28.3,7.73,-2.31,-0.24
28.4,7.49,0.39,0.71
28.5,8.12,-1.41,6.04
28.6,6.86,-4.86,5.02
28.7,6.86,-4.86,5.02
28.8,10.98,-2.94,-3.26
28.9,7.37,-0.2,-0.55
29,7.37,-0.2,-0.55
29.1,8.75,-2.98,0.51
29.2,10.36,-3.22,0.94
29.3,10.36,-3.22,0.94
29.4,13.06,-2.94,-1.53
29.5,8.08,-1.33,0.43
29.6,8.08,-1.33,0.43
29.7,6.04,-0.67,1.37
29.8,5.57,-0.86,3.73
29.9,10.16,-2.24,6.71
30,11.81,-3.49,-2.47
30.1,11.81,-3.49,-2.47
30.2,8.87,-2.9,0.63
30.3,11.65,-2.51,0.2
30.4,11.65,-2.51,0.2
30.5,11.81,-0.51,-1.29
30.6,5.26,0.75,1.77
30.7,5.26,0.75,1.77
30.8,12.98,-3.8,5.06
30.9,3.26,-1.26,5.96
31,6.28,2.63,1.06
31.1,6.28,2.63,1.06
31.2,8.43,-2.63,-0.86
31.3,8.28,-2.75,0.43
31.4,8.28,-2.75,0.43
31.5,10.12,-2.94,0.12
31.6,12.08,-3.37,-0.75
31.7,15.3,2.47,-0.35
31.8,4.55,1.49,0.47
31.9,4.55,1.49,0.47
32,8.43,-2.12,6.63
32.1,8.43,-2.12,6.63
32.2,12.32,-2.59,-1.88
32.3,7.41,-2.82,-1.06
32.4,7.41,-2.82,-1.06
32.5,8.47,-3.22,0.51
32.6,9.49,-1.69,0.59
32.7,11.89,-2.86,-0.43
32.8,15.3,0.67,4.08
32.9,4.79,1.37,1.73
33,4.35,1.33,2.16
33.1,14.36,-3.84,6.32
33.2,16.08,1.14,-0.94
33.3,16.08,1.14,-0.94
33.4,16.08,1.14,-0.94
33.5,16.08,1.14,-0.94
33.6,7.81,-0.98,-3.88
33.7,7.81,-0.98,-3.88
33.8,7.81,-0.98,-3.88
33.9,7.81,-0.98,-3.88
34,7.81,-0.98,-3.88
34.1,9.26,-2.59,0.63
34.2,10.67,-2.47,7.96
34.3,6.71,-1.14,4.71
34.4,7.06,1.65,-0.16
34.5,10.32,-0.63,0.59
34.6,8.2,-2.51,-0.82
34.7,8.51,-2.98,-0.27
34.8,10.32,-1.84,0.35
34.9,12,-3.65,-0.67
35,16.48,1.96,-0.67
35.1,10.32,-1.61,0.55
35.2,4.82,1.45,1.22
35.3,3.96,1.65,1.88
35.4,13.93,-3.77,7.26
35.5,10.12,2.24,0.94
35.6,5.57,1.22,-3.22
35.7,8.71,-0.94,-2.24
35.8,9.38,-2.75,-0.08
35.9,8.79,-2.75,0.27
36,10.32,-3.02,1.06
36.1,12.47,-2.9,-0.82
36.2,14.59,2.2,-0.59
36.3,7.26,-1.61,0.78
36.4,5.92,0.55,0.78
36.5,5.37,-1.29,3.65
36.6,11.81,-1.1,6.04
36.7,12.16,-0.59,-0.75
36.8,8.87,-0.71,-3.41
36.9,9.26,-0.94,-0.78
37,9.3,-2.08,0.51
37.1,8.98,-2.63,0.27
37.2,9.92,-1.88,-0.12
37.3,13.3,-3.65,-1.65
37.4,12.43,0.78,1.84
37.5,7.3,-1.96,0.27
37.6,7.18,-0.98,0.47
37.7,8,0.16,1.57
37.8,11.34,-4.35,3.41
37.9,10,-2.79,2.67
38,10.4,-0.51,-0.35
38.1,8.71,-2.31,0.04
38.2,9.34,-0.51,0.04
38.3,9.73,-1.73,-0.2
38.4,13.1,-3.22,-1.61
38.5,10.4,0.9,0.04
38.6,9.92,-1.69,1.1
38.7,7.65,-0.08,1.61
38.8,6.32,1.53,0.82
38.9,10.08,-2.59,5.1
39,9.38,-2.24,4.94
39.1,9.38,-2.24,4.94
39.2,9.38,-2.24,4.94
39.3,9.38,-2.24,4.94
39.4,9.38,-2.24,4.94
39.5,6.55,3.53,-1.73
39.6,6.55,3.53,-1.73
39.7,6.55,3.53,-1.73
39.8,6.55,3.53,-1.73
39.9,6.55,3.53,-1.73
40,12.28,-3.61,-1.73
40.1,13.65,-3.37,5.02
40.2,10.28,-3.49,3.92
40.3,4.55,5.18,0
40.4,9.34,-1.41,0.82
40.5,9.02,-2.08,-0.43
40.6,9.1,-1.73,0.39
40.7,10.4,-1.14,0.12
40.8,11.45,-2.55,-0.71
40.9,12,1.22,-2.2
41,11.3,1.18,0.63
41.1,5.81,-0.12,1.06
41.2,5.37,0.08,1.14
41.3,8.59,-1.02,7.73
41.4,8.67,-1.33,6.35
41.5,9.22,1.49,-0.82
41.6,10,-3.22,-1.14
41.7,8.87,-1.41,-0.86
41.8,9.06,-2.47,0.47
41.9,9.22,-2.55,-0.31
42,10.2,-2.63,1.1
42.1,13.14,-2.75,-1.49
42.2,13.77,2.2,-1.02
42.3,13.77,2.2,-1.02
42.4,6.16,0.67,2.08
42.5,4.59,0.12,2.35
42.6,13.26,-2.47,8.32
42.7,13.26,-2.47,8.32
42.8,14.47,1.57,0.08
42.9,5.22,1.69,-0.78
43,9.49,-1.88,0.31
43.1,8.98,-2.51,0.24
43.2,9.73,-2.31,-0.2
43.3,12.08,-4.28,-1.02
43.4,11.81,0.9,-0.78
43.5,10.71,-0.82,-0.04
43.6,4.39,0.67,2.28
43.7,13.49,-1.77,0.08
43.8,8.28,0.75,3.37
43.9,7.34,2.71,0.04
44,7.34,2.71,0.04
44.1,8.63,-1.77,-0.12
44.2,8.79,-2.79,0.43
44.3,10,-0.51,-0.63
44.4,12.28,-3.49,0
44.5,12.28,-3.49,0
44.6,11.53,0.08,1.8
44.7,11.53,0.08,1.8
44.8,4.59,0.55,0.71
44.9,4.59,0.55,0.71
45,4.59,0.55,0.71
45.1,4.59,0.55,0.71
45.2,4.59,0.55,0.71
45.3,4.59,0.55,0.71
45.4,6.24,-2.08,4.59
45.5,6.24,-2.08,4.59
45.6,6.24,-2.08,4.59
45.7,6.24,-2.08,4.59
45.8,6.24,-2.08,4.59
45.9,4.59,0.59,1.49
46,5.57,-0.47,3.22
46.1,5.57,-0.47,3.22
46.2,17.34,-0.24,-0.59
46.3,17.34,-0.24,-0.59
46.4,10.55,-2.43,-4.43
46.5,7.65,-0.35,-0.67
46.6,8.87,-2.04,0
46.7,8.59,-2.63,-0.08
