NAME:,walk_5_2,,
EXPERIMENT TIME:,19/06/2023 17:17,,
ACTIVITY TYPE:,Walking,,
COUNT OF ACTUAL STEPS:,124,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
0.1,-2.39,-9.96,0.63
0.2,-2.35,-9.49,0.35
0.3,-1.65,-9.41,0.82
0.4,-2.31,-9.3,-0.08
0.5,-0.31,-13.69,0.08
0.6,0.75,-8.83,0.78
0.7,0.94,-9.22,1.92
0.8,4.2,-8.2,1.02
0.9,0.04,-6.59,3.26
1,-1.41,-8.63,-0.47
1.1,-1.88,-9.45,-0.51
1.2,-0.86,-10.24,-0.47
1.3,-2.35,-9.34,-0.59
1.4,-1.1,-12.47,0.24
1.5,-4.98,-10.43,-1.06
1.6,-1.41,-11.3,0.94
1.7,-0.35,-7.37,0.55
1.8,-2.12,-7.14,0.43
1.9,2.31,-9.26,1.69
2,1.96,-13.81,0.39
2.1,-5.3,-9.1,-2.08
2.2,-2.04,-10.04,-1.61
2.3,-0.67,-8.32,-0.51
2.4,-0.82,-8.39,-0.86
2.5,0.59,-11.14,-2.2
2.6,-6.16,-13.14,-1.22
2.7,0.16,-12.32,2.75
2.8,-0.75,-6.71,0.08
2.9,-1.45,-6.63,0.39
3,0.16,-14.63,1.53
3.1,-7.45,-18.67,2.59
3.2,-4.16,-11.92,-1.22
3.3,-0.82,-8.55,-0.71
3.4,0.16,-9.26,-0.67
3.5,-2.35,-10.59,-2
3.6,-0.9,-13.22,-0.63
3.7,-7.22,-17.06,-0.63
3.8,0.55,-11.69,2.04
3.9,-0.39,-5.53,-0.39
4,0.39,-5.88,0.75
4.1,3.49,-11.02,4.75
4.2,-0.63,-3.92,0.98
4.3,0.63,-8.32,0.47
4.4,-0.24,-8.28,-0.35
4.5,-0.82,-8.51,-1.22
4.6,-1.22,-10.79,-1.61
4.7,-1.65,-9.92,1.1
4.8,0.12,-10.28,3.14
4.9,-1.45,-6.28,-0.35
5,0.04,-6.08,-0.04
5.1,-0.43,-14.95,0.9
5.2,-11.92,-16.99,1.22
5.3,-2.51,-12.04,-1.41
5.4,0.39,-6.12,-0.16
5.5,-0.24,-7.73,-1.14
5.6,-0.31,-9.85,-1.84
5.7,-2.35,-11.02,0.55
5.8,-8.36,-16.87,0.12
5.9,-0.55,-9.73,-0.75
6,-0.12,-6.75,0.16
6.1,0.71,-6.63,1.61
6.2,1.73,-11.85,3.22
6.3,-0.08,-7.57,0.24
6.4,-1.1,-9.1,-0.71
6.5,-1.96,-8.71,-0.71
6.6,-0.55,-8.79,-0.78
6.7,-0.71,-6.32,0.31
6.8,2.43,-16.04,0.75
6.9,-0.43,-7.34,-0.75
7,-1.29,-11.34,-1.41
7.1,-1.29,-11.34,-0.47
7.2,-5.57,-16.44,1.65
7.3,-0.59,-9.06,0.27
7.4,0.9,-7.34,0.43
7.5,-0.08,-6.39,1.53
7.6,1.06,-16.28,0.9
7.7,-0.39,-7.69,0.35
7.8,-1.61,-8.28,-0.55
7.9,-1.37,-8.55,-0.9
8,-1.26,-8.59,-1.26
8.1,-2.59,-14.55,-0.94
8.2,-2.63,-9.22,-2.35
8.3,-2.24,-12.12,0.82
8.4,0,-8.24,0.24
8.5,-1.57,-6,0.16
8.6,2.16,-14.08,1.61
8.7,-7.88,-14.44,1.84
8.8,0.04,-12.47,-0.78
8.9,-2.28,-7.61,-1.26
9,-0.55,-7.65,-0.75
9.1,0.16,-11.77,-1.73
9.2,-2.67,-8.2,2.04
9.3,-1.33,-13.22,3.53
9.4,-1.29,-6.9,-0.35
9.5,-0.71,-6.24,0.04
9.6,-1.53,-12.2,3.84
9.7,-11.57,-20.01,2.08
9.8,-5.02,-16.87,-2.39
9.9,-0.31,-8.75,-1.18
10,-0.47,-8.08,-1.06
10.1,0.75,-11.06,-2.47
10.2,-2.39,-8.79,0.35
10.3,-7.65,-18.59,1.26
10.4,-1.61,-8.94,-0.39
10.5,-0.63,-6.32,0.27
10.6,0.47,-7.77,3.02
10.7,-5.45,-19.73,1.73
10.8,-2.55,-12.28,-0.55
10.9,-0.39,-7.06,-0.27
11,-2,-8.08,-0.59
11.1,-2.28,-9.96,-0.86
11.2,-3.57,-13.49,-0.31
11.3,-6.47,-8.67,0.04
11.4,-1.29,-10.16,-1.29
11.5,-0.39,-7.57,0.47
11.6,0.27,-6.94,0.67
11.7,0.63,-14,2.63
11.8,-2.94,-12.36,-0.08
11.9,-2.28,-8.04,-0.43
12,-0.78,-8.2,-0.27
12.1,-0.12,-8.83,-0.94
12.2,1.06,-12.24,-1.1
12.3,-3.57,-9.61,-1.53
12.4,-1.49,-12.43,1.73
12.5,-1.14,-5.84,-0.04
12.6,-0.86,-6.32,0.71
12.7,-0.24,-16.16,1.41
12.8,-9.06,-9.73,0.24
12.9,-3.26,-9.22,-1.33
13,-0.75,-8.79,-0.82
13.1,-0.08,-8.87,-0.94
13.2,-1.14,-10.4,-1.8
13.3,-1.26,-11.41,0.86
13.4,-3.53,-14.51,1.57
13.5,-0.67,-8.04,0.12
13.6,0.12,-6.28,0.27
13.7,-0.75,-8.32,2.79
13.8,0.31,-17.38,0.63
13.9,-0.27,-8.12,-0.59
14,-1.45,-7.1,-0.35
14.1,-0.75,-8.32,-0.27
14.2,-2.51,-9.3,-0.78
14.3,-0.51,-13.96,-0.63
14.4,-5.92,-9.65,-2.51
14.5,0.47,-12.43,1.73
14.6,0.04,-6.2,-0.43
14.7,-0.75,-6.04,1.88
14.8,5.22,-8.47,0.47
14.9,-2.98,-6.43,-1.37
15,-4.71,-12.51,-1.8
15.1,-0.75,-9.1,-0.71
15.2,-0.12,-8.9,-0.98
15.3,0.2,-11.38,-0.04
15.4,-3.3,-7.49,0.39
15.5,0.82,-12.28,2.9
15.6,-0.71,-6.24,0.08
15.7,-1.02,-5.41,1.29
15.8,-2.12,-18.12,-0.55
15.9,-8.55,-16.71,0.59
16,-4.63,-12.28,-1.06
16.1,-1.37,-9.81,-1.1
16.2,-0.78,-8.79,-1.41
16.3,-0.2,-10.94,-1.77
16.4,-1.88,-10.04,0.51
16.5,-4.35,-13.89,1.49
16.6,-0.24,-7.92,-0.04
16.7,-0.86,-5.84,-0.04
16.8,-2.04,-15.73,0.98
16.9,-6.12,-20.01,2.47
17,-3.41,-11.85,-1.88
17.1,-1.22,-7.53,-1.29
17.2,-1.37,-8.04,-1.45
17.3,-0.12,-11.49,-1.57
17.4,-3.1,-11.26,-0.35
17.5,-6.39,-15.69,0.9
17.6,-0.82,-8.75,-0.78
17.7,-0.9,-5.84,0.24
17.8,-0.78,-11.96,2.24
17.9,-0.35,-6.86,-0.39
18,-0.47,-5.69,0.24
18.1,-4,-12.47,-2
18.2,-2.24,-8.87,-0.86
18.3,0.31,-8.12,-1.22
18.4,0.47,-11.89,-1.37
18.5,-2.82,-8.32,1.49
18.6,-0.55,-13.22,3.37
18.7,-1.33,-6.86,-0.12
18.8,-0.59,-6.24,0.04
18.9,0.16,-14.12,1.14
19,-9.26,-18.51,2.28
19.1,-0.82,-12.12,-0.75
19.2,-0.98,-7.65,-0.39
19.3,0.24,-8.47,-0.39
19.4,-2.35,-8.9,-1.33
19.5,-1.96,-12,-0.78
19.6,-5.92,-12.36,-1.73
19.7,0.08,-12.36,1.41
19.8,-0.39,-5.22,-0.39
19.9,-0.78,-5.57,0.43
20,5.02,-11.1,0.12
20.1,-10.43,-17.42,-0.98
20.2,-4.31,-15.61,-1.88
20.3,-2.75,-7.92,-0.9
20.4,-0.31,-8.59,-2
20.5,0.2,-10.94,-1.77
20.6,-2.67,-8.16,0.16
20.7,-7.85,-16.28,1.22
20.8,-1.84,-8.98,-0.43
20.9,-1.14,-6.16,0.16
21,-0.51,-10,2.39
21.1,-6.94,-20.01,2.94
21.2,-2.67,-11.41,-1.69
21.3,-0.82,-6.67,-0.71
21.4,-1.57,-7.85,-0.67
21.5,-1.77,-10.28,-1.26
21.6,-1.69,-14.08,-0.04
21.7,-6.32,-12.43,-1.29
21.8,-1.53,-13.14,1.45
21.9,1.45,-7.06,0.2
22,-0.08,-4.94,1.37
22.1,5.57,-7.85,2.67
22.2,-1.8,-8.36,1.29
22.3,-1.96,-10.63,-0.63
22.4,-1.37,-8.24,-0.35
22.5,0.51,-8.47,-0.78
22.6,0.39,-11.34,-0.39
22.7,-1.61,-8.39,0.04
22.8,-1.41,-13.22,2.79
22.9,-1.45,-6.86,-0.16
23,-0.16,-6.39,0
23.1,-1.92,-16.71,0.82
23.2,-8.28,-16.55,0
23.3,-2.08,-10.36,-1.14
23.4,-1.88,-7.1,-0.86
23.5,-0.35,-9.26,-0.24
23.6,-1.96,-9.96,0.12
23.7,1.33,-13.81,-0.98
23.8,-8.32,-13.3,-0.78
23.9,-0.55,-12.94,0.47
24,-0.12,-7.26,0.27
24.1,-0.27,-6.67,0.78
24.2,4.04,-9.57,0
24.3,-5.73,-12.36,0.67
24.4,-3.77,-13.42,-2
24.5,-0.94,-7.81,-0.39
24.6,-0.67,-7.96,-1.8
24.7,-0.04,-10,-1.57
24.8,-1.02,-8.47,-0.43
24.9,-3.49,-14.36,3.14
25,-1.88,-7.92,-0.47
25.1,0.04,-6.2,0.71
25.2,-0.51,-10.12,1.33
25.3,-0.51,-18.4,0.86
25.4,0.82,-6.47,0.43
25.5,-0.9,-7.3,-0.47
25.6,-0.63,-8.63,-0.59
25.7,-1.26,-9.34,-1.33
25.8,-2.28,-12.12,-2.04
25.9,-4.75,-10.32,-0.35
26,0.12,-11.49,2.98
26.1,-0.47,-5.84,-0.39
26.2,-0.04,-6.24,0.63
26.3,-0.35,-14.44,-0.98
26.4,-11.53,-16.4,0.43
26.5,-4.63,-13.45,-1.92
26.6,-1.61,-8.59,-0.67
26.7,0.75,-9.49,-1.02
26.8,-1.77,-10.67,-1.29
26.9,-1.73,-12.47,0.04
27,-6.67,-15.81,0.08
27.1,0.27,-11.1,-0.47
27.2,0,-6.71,0.04
27.3,-0.2,-5.92,1.77
27.4,5.26,-8.28,2.94
27.5,0.04,-4.82,0.35
27.6,-4.16,-10.63,-1.49
27.7,-1.22,-9.06,-0.82
27.8,0.47,-9.22,-1.22
27.9,-0.98,-10.12,-1.73
28,0.16,-8.39,2.04
28.1,-2.08,-11.3,2.59
28.2,-0.86,-8.94,-1.06
28.3,-0.39,-6,0.12
28.4,-0.16,-10.04,2.2
28.5,-0.2,-18.91,1.53
28.6,-0.9,-7.92,-0.47
28.7,-1.92,-7.41,-0.43
28.8,-0.94,-8.55,-0.55
28.9,-0.63,-8.59,-0.78
29,-1.73,-12.2,-0.94
29.1,-6.47,-9.49,-1.8
29.2,-0.75,-12.16,2
29.3,-0.47,-6.86,0.47
29.4,-0.51,-6.2,-0.04
29.5,0.39,-16.2,-1.77
29.6,-12.91,-20.01,1.02
29.7,-4.51,-13.96,-1.8
29.8,-0.75,-8.59,-0.43
29.9,-0.24,-8.59,-1.1
30,-2.2,-9.53,-1.65
30.1,-0.9,-13.34,0.35
30.2,-7.41,-14.32,-0.12
30.3,-0.82,-9.96,-0.75
30.4,0.98,-6.9,-0.2
30.5,0.08,-5.96,1.37
30.6,5.65,-7.14,3.96
30.7,-0.78,-5.73,-0.35
30.8,-4.12,-10.75,-1.69
30.9,-1.29,-8.24,-0.35
31,0.39,-8.47,-0.67
31.1,-0.2,-10.83,-0.71
31.2,-0.75,-6.63,1.41
31.3,-0.31,-10.28,2.98
31.4,-1.33,-5.84,-1.29
31.5,-0.67,-6.71,0.63
31.6,-2.79,-16.36,1.18
31.7,-7.69,-20.01,2.12
31.8,-2.82,-11.26,-1.14
31.9,-1.53,-7.96,-1.22
32,-1.1,-9.1,-0.78
32.1,-2,-9.53,-0.71
32.2,-1.57,-13.53,-0.43
32.3,-6.51,-10.63,-1.06
32.4,-0.24,-10.98,0.71
32.5,-0.12,-6.12,-0.35
32.6,-0.27,-5.96,0.75
32.7,6.35,-6.55,2.08
32.8,-3.61,-9.65,-0.82
32.9,-4.2,-12.2,-1.88
33,-1.45,-8.36,-0.71
33.1,0,-8.87,-1.1
33.2,-1.41,-12.43,-1.02
33.3,-3.69,-9.61,0.47
33.4,-1.33,-15.42,1.61
33.5,-0.24,-8.16,0.55
33.6,0.24,-5.81,-0.27
33.7,-2.28,-14.55,1.45
33.8,-8.75,-20.01,3.53
33.9,-3.92,-13.45,-2.12
34,-1.1,-7.18,-0.86
34.1,-0.08,-8.87,-0.82
34.2,-1.26,-10.9,-1.61
34.3,3.8,-10.32,3.18
34.4,1.06,-5.18,0.35
34.5,-3.3,-7.1,-0.27
34.6,-3.69,-12.83,-0.71
34.7,-6.47,-14.63,-2.51
34.8,-0.71,-12.59,0.75
34.9,0.51,-5.81,0.35
35,1.22,-6.67,0.24
35.1,3.73,-7.96,4.94
35.2,-3.92,-10.12,-0.82
35.3,-5.3,-12.2,-1.73
35.4,-0.04,-8.04,-0.2
35.5,0.31,-7.88,-0.86
35.6,0.98,-11.02,-1.49
35.7,-2.31,-7.92,0.94
35.8,1.14,-10.28,3.61
35.9,-1.53,-6.08,-0.75
36,-0.59,-7.18,0.27
36.1,-1.02,-15.14,0.55
36.2,-6.55,-14.16,2.47
36.3,1.1,-8.36,0.43
36.4,-1.8,-6.9,-0.78
36.5,0.08,-8.9,-0.47
36.6,-2.12,-9.41,-0.55
36.7,-1.41,-14.28,-0.04
36.8,-5.81,-11.14,-1.8
36.9,-0.08,-11.89,0.67
37,0.27,-6.98,0.04
37.1,0.47,-6.12,-0.39
37.2,5.18,-7.45,2.04
37.3,-3.22,-11.81,-0.67
37.4,-4.51,-12.87,-1.29
37.5,-1.06,-8.71,-0.47
37.6,0.31,-8.47,-1.33
37.7,0.9,-10.63,-0.98
37.8,-1.73,-8.67,0.94
37.9,-1.88,-14.24,2.51
38,-0.55,-7.45,-0.2
38.1,0,-6.16,-0.82
38.2,-1.92,-15.26,2.04
38.3,-4.08,-19.06,1.02
38.4,0,-6.39,-0.27
38.5,-2.12,-7.22,-0.75
38.6,-0.71,-8.75,-0.67
38.7,-1.41,-9.53,-0.55
38.8,-3.73,-13.49,-1.65
38.9,-5.18,-10.16,-1.73
39,0,-13.34,2.55
39.1,0.04,-6.71,0.24
39.2,-0.39,-5.73,1.06
39.3,4.12,-9.73,-0.63
39.4,-6.08,-12.83,-0.27
39.5,-3.73,-14,-1.18
39.6,-2.04,-9.14,-0.82
39.7,0.82,-9.45,-1.65
39.8,-0.31,-10.63,-1.92
39.9,-0.35,-10.94,1.45
40,-3.77,-15.3,1.96
40.1,-0.43,-7.77,0.04
40.2,0.51,-6.35,-0.39
40.3,-1.29,-9.57,2.28
40.4,-1.29,-17.02,1.73
40.5,0.94,-8.04,-0.08
40.6,-2.28,-7.61,-0.59
40.7,-0.9,-8.04,-0.35
40.8,-0.35,-9.14,-0.47
40.9,-3.53,-12.55,-1.8
41,-5.69,-9.89,-2.31
41.1,-1.57,-12.87,1.92
41.2,-0.35,-6.47,0.59
41.3,-0.35,-6.2,0.59
41.4,0.55,-15.06,-0.39
41.5,-13.02,-19.1,1.29
41.6,-5.73,-15.1,-1.8
41.7,-1.26,-7.85,-0.82
41.8,0.04,-8.71,-1.1
41.9,-0.67,-10.75,-1.49
42,-2.16,-10.75,0
42.1,-6.35,-15.22,1.69
