NAME:,run_4_2.csv,,
EXPIRAMENT TIME:,19/06/2023 13:26,,
ACTIVITY TYPE:,Running,,
COUNT OF ACTUAL STEPS::,178,,
,,,
Time [sec],ACC X,ACC Y,ACC Z 
0,-2.16,2.51,-10.87
0.1,-0.9,3.33,-10.9
0.2,-1.41,3.1,-10.94
0.3,-1.61,3.37,-11.18
0.4,-0.51,3.3,-10.55
0.5,0.04,3.92,-12.59
0.6,-1.1,4.04,-11.77
0.7,-3.06,0.71,-11.81
0.8,1.26,4.59,-10.24
0.9,-1.77,1.92,-13.65
1,1.02,0.2,-4.31
1.1,-0.98,0.39,-8.9
1.2,-1.33,1.61,-13.93
1.3,-4.04,2.94,-6.63
1.4,-4.75,2.04,-15.3
1.5,0.9,3.3,-11.02
1.6,-0.39,2.75,-12.63
1.7,-1.77,0.16,-16
1.8,2.28,8.24,-11.45
1.9,-3.69,4.71,-9.1
2,-1.92,2.47,-7.18
2.1,-1.65,-0.78,-13.65
2.2,0.59,4.35,-15.73
2.3,1.65,1.69,-8.87
2.4,-2.28,-4.94,-12.08
2.5,-1.45,16.04,-15.46
2.6,-3.3,4,-11.85
2.7,-1.8,1.53,-6.94
2.8,2.55,-1.92,-18.55
2.9,-1.77,7.14,-10.32
3,0.35,3.3,-14.59
3.1,-0.16,-4.47,-7.02
3.2,-0.08,2.59,-13.69
3.3,3.18,4.63,-13.96
3.4,-0.16,2.39,-10.36
3.5,1.33,0.9,-7.45
3.6,1.77,4.9,-11.92
3.7,-1.37,7.69,-14.79
3.8,0.35,6.86,-10.79
3.9,0.82,0.63,-12.24
4,4.63,2.82,-7.73
4.1,-3.26,6.35,-18.55
4.2,-10.28,12.36,-10.2
4.3,-1.69,1.96,-10.9
4.4,-3.3,4.63,-7.06
4.5,-1.84,3.61,-13.93
4.6,-0.67,3.88,-11.65
4.7,0.39,2.71,-8.63
4.8,-0.59,3.49,-16.87
4.9,-2.59,2,-12.83
5,-4,2.86,-7.61
5.1,-3.41,1.69,-8.59
5.2,-1.26,3.69,-12.75
5.3,1.18,2.67,-11.69
5.4,1.92,0.75,-10.24
5.5,-2.75,3.84,-15.57
5.6,-1.41,2.67,-11.38
5.7,-2.2,3.02,-9.1
5.8,-2.2,3.37,-7.77
5.9,-2.9,3.41,-14.24
6,0.63,0.78,-12.43
6.1,0.39,0.94,-9.34
6.2,-3.37,4.55,-13.73
6.3,-2.35,3.57,-11.53
6.4,-3.53,3.06,-8.67
6.5,-2.51,2.2,-7.41
6.6,-2.16,2.16,-13.34
6.7,0.12,1.57,-9.89
6.8,0.43,1.49,-9.18
6.9,-1.1,4.47,-13.22
7,-3.02,3.22,-13.38
7.1,-2.86,1.96,-8.47
7.2,-1.77,2.12,-6.98
7.3,-1.96,3.33,-15.61
7.4,1.33,1.84,-10.59
7.5,1.06,0.94,-9.61
7.6,-0.9,5.3,-13.57
7.7,-2.04,2.71,-13.81
7.8,-0.86,1.53,-9.22
7.9,-0.67,1.88,-8.79
8,-1.18,0.51,-18.32
8.1,0.9,1.37,-11.06
8.2,0.2,1.45,-10.04
8.3,0.86,1.61,-11.85
8.4,-0.51,2.79,-15.02
8.5,-1.1,2.47,-11.02
8.6,-1.53,2.35,-9.38
8.7,-1.14,2.55,-14.91
8.8,-0.98,0.82,-11.81
8.9,-0.24,-1.14,-9.26
9,-4.24,1.49,-9.61
9.1,-1.37,4.28,-11.81
9.2,-1.14,3.22,-9.81
9.3,-2.2,2.43,-6.67
9.4,-1.96,4.71,-16.44
9.5,0.94,3.61,-11.06
9.6,1.73,1.33,-9.02
9.7,0.59,2.24,-12.55
9.8,-1.88,3.88,-13.1
9.9,-2.51,2.79,-10.83
10,-2.47,2.28,-8.59
10.1,-2.35,4.79,-12.83
10.2,0.86,0.94,-11.1
10.3,2.51,0.51,-10.12
10.4,1.02,1.65,-11.18
10.5,-0.75,2.47,-13.61
10.6,-2.86,2.9,-11.41
10.7,-2.98,1.77,-10.59
10.8,0.82,3.41,-12.83
10.9,0.47,2.16,-13.06
11,2.08,0.78,-10
11.1,0.43,2.28,-12.98
11.2,-2.59,4.47,-10.9
11.3,-1.69,2.67,-8
11.4,-2.04,2.39,-10.94
11.5,-1.57,2.43,-13.77
11.6,0.98,1.65,-11.18
11.7,1.88,2.24,-8.12
11.8,2.04,3.1,-15.34
11.9,-0.86,2.63,-11.96
12,-2.59,2.08,-8.67
12.1,-1.37,3.02,-9.81
12.2,0.86,2.59,-13.34
12.3,2.08,1.92,-11.38
12.4,1.37,1.69,-8.51
12.5,1.41,4.47,-14.36
12.6,-1.06,3.33,-11.69
12.7,-0.78,1.33,-8.55
12.8,-0.43,2.94,-13.38
12.9,2.12,1.18,-17.14
13,1.77,2.08,-7.06
13.1,1.45,1.02,-7.57
13.2,1.02,0.98,-13.3
13.3,0.59,3.3,-15.3
13.4,0.47,0.63,-7.1
13.5,-0.63,2.79,-10.04
13.6,0.31,1.45,-12.47
13.7,0.27,-0.47,-14.32
13.8,0.08,-0.35,-12.16
13.9,0.43,1.37,-12.83
14,-0.2,1.61,-12.67
14.1,-1.57,1.41,-8.43
14.2,0.94,2.31,-11.85
14.3,0.43,3.3,-13.65
14.4,2.75,2.63,-12.2
14.5,-0.04,0.47,-12.83
14.6,-0.9,4.12,-13.93
14.7,-2.28,3.53,-10.83
14.8,-2.59,2.24,-7.37
14.9,0.16,3.45,-9.96
15,2.9,1.45,-16.12
15.1,1.53,0.71,-12.12
15.2,1.84,2.82,-9.81
15.3,0.27,3.3,-12.59
15.4,-2.55,3.1,-10.24
15.5,-2.16,2.9,-11.1
15.6,0.31,1.88,-12.51
15.7,2.67,1.26,-10.04
15.8,0.71,4.59,-14.28
15.9,1.26,2,-15.89
16,-2.04,2.28,-8.75
16.1,-2.9,1.96,-12.28
16.2,0.2,4.35,-9.02
16.3,2.79,3.02,-10.63
16.4,7.14,0.67,-13.73
16.5,1.69,0.55,-13.26
16.6,0.63,1.96,-13.1
16.7,-1.37,2.28,-10.75
16.8,-0.35,2.08,-14.59
16.9,2.12,-0.82,-10.63
17,1.02,0.59,-11.1
17.1,0.43,4.43,-11.14
17.2,-0.04,1.96,-14.12
17.3,-3.33,2.35,-11.14
17.4,-2.04,1.69,-11.77
17.5,-1.37,1.88,-11.34
17.6,2.43,3.73,-10
17.7,1.14,1.8,-9.96
17.8,1.92,2.71,-14.98
17.9,1.65,0.47,-14.16
18,0.35,0.94,-8.36
18.1,-0.67,3.26,-14.51
18.2,0.35,1.49,-12.94
18.3,2.28,0.78,-8.55
18.4,1.69,1.29,-11.34
18.5,1.18,1.37,-15.14
18.6,-1.06,1.1,-11.92
18.7,-1.88,0.71,-8.51
18.8,0.35,5.33,-11.1
18.9,1.33,2.51,-15.93
19,4.94,3.02,-16.04
19.1,2.24,-0.86,-11.69
19.2,-1.14,3.33,-14.32
19.3,-2.63,3.1,-12.67
19.4,-1.57,2.47,-11.22
19.5,-0.51,2.51,-11.45
19.6,1.84,2.2,-12.98
19.7,3.77,1.26,-13.81
19.8,-0.67,1.73,-15.93
19.9,-0.75,1.61,-12.43
20,-1.8,2.28,-10.51
20.1,-1.02,2.67,-8.59
20.2,1.57,2.31,-11.89
20.3,3.65,1.88,-10.36
20.4,2.28,2.2,-11.06
20.5,2.59,3.06,-11.49
20.6,1.33,3.02,-14.67
20.7,-0.27,1.33,-7.57
20.8,1.37,4.35,-15.61
20.9,3.02,2.98,-12.79
21,4.43,0.47,-8.9
21.1,2.24,-0.67,-10.2
21.2,2.9,1.26,-14.95
21.3,1.29,1.65,-13.14
21.4,-0.35,0.55,-7.61
21.5,-1.14,2.59,-15.26
21.6,-0.31,3.06,-15.06
21.7,4.55,1.53,-7.45
21.8,2.31,0.08,-9.92
21.9,1.41,4.12,-15.3
22,-0.71,3.53,-13.53
22.1,-0.9,2.79,-9.14
22.2,-0.39,2.71,-9.3
22.3,1.88,5.88,-10.63
22.4,4.35,2.9,-12.87
22.5,2.43,2.75,-10.94
22.6,2.04,2.24,-13.73
22.7,-1.29,2.12,-11.96
22.8,-2.63,2.43,-9.1
22.9,0.35,3.3,-8.9
23,1.29,2.12,-12.12
23.1,6.94,8.87,-5.57
23.2,2.24,2.86,-13.02
23.3,1.37,1.92,-14.95
23.4,0.75,1.88,-12.71
23.5,-0.16,1.26,-7.06
23.6,1.1,2.43,-12.63
23.7,0.75,0.86,-16.32
23.8,3.49,0.27,-9.38
23.9,2.04,0.04,-13.38
24,0.35,3.8,-13.38
24.1,-0.59,2.59,-9.34
24.2,-1.96,1.8,-9.73
24.3,1.41,5.45,-11.73
24.4,2.98,2,-15.06
24.5,2.67,0.35,-8.59
24.6,0.27,0.86,-11.77
24.7,1.02,3.57,-10.79
24.8,-0.78,2.86,-11.81
24.9,-1.29,2.55,-8.71
25,-1.37,5.69,-17.85
25.1,2.94,2.79,-8.71
25.2,1.22,2.67,-10.67
25.3,1.57,3.26,-17.34
25.4,0.16,3.37,-12
25.5,-2.08,3.49,-8.16
25.6,-2.2,2.35,-10.28
25.7,-0.39,1.77,-13.61
25.8,4,0.94,-8.98
25.9,2.82,2.71,-10.36
26,1.29,2.31,-15.57
26.1,-1.37,2.63,-12.75
26.2,-2.24,2.67,-9.3
26.3,1.92,1.77,-13.1
26.4,6.47,3.53,-12.51
26.5,2.43,-0.27,-10.4
26.6,2.63,3.02,-9.73
26.7,0.98,4.67,-10.24
26.8,-3.45,2.51,-12.87
26.9,-0.67,3.57,-9.81
27,-0.82,1.77,-12.47
27.1,1.41,0.47,-18.44
27.2,0.39,1.45,-9.96
27.3,3.02,2.59,-13.18
27.4,-0.59,1.96,-12.83
27.5,-1.53,2.35,-9.73
27.6,-0.39,1.96,-12.91
27.7,6.94,5.45,-19.77
27.8,1.92,1.57,-10.83
27.9,1.41,2.55,-6.98
28,-0.47,2.59,-12.98
28.1,-0.55,2.63,-12.2
28.2,-0.78,1.53,-10.32
28.3,1.26,1.92,-13.42
28.4,0.86,1.41,-13.26
28.5,2.59,2.86,-7.49
28.6,-0.24,2.16,-8.08
28.7,3.49,2.43,-13.93
28.8,2.63,1.53,-15.49
28.9,0.43,0.43,-8.04
29,1.84,3.33,-12.71
29.1,1.53,0.94,-13.42
29.2,1.41,1.14,-9.14
29.3,1.02,0.67,-9.45
29.4,2.08,2.12,-15.3
29.5,0.63,2.75,-9.26
29.6,-1.69,2.16,-11.22
29.7,-0.9,2.75,-10.51
29.8,-0.55,4.31,-14.83
29.9,3.3,0.94,-10.63
30,1.73,1.02,-10.83
30.1,2.28,2.47,-16.59
30.2,-0.16,2.51,-9.96
30.3,-1.53,3.1,-11.81
30.4,2.79,0.9,-12.79
30.5,4.75,-0.16,-18.51
30.6,3.61,0,-11.92
30.7,2.08,3.41,-12.12
30.8,-1.1,3.06,-10.71
30.9,-2.16,2.59,-10.08
31,0,5.22,-11.81
31.1,-0.35,1.57,-15.46
31.2,2.63,0.75,-7.73
31.3,1.57,3.57,-11.18
31.4,3.8,4.51,-13.65
31.5,-1.02,1.65,-10.28
31.6,-2.04,0.2,-10.24
31.7,-0.71,4.12,-14
31.8,1.69,3.14,-12.63
31.9,2.35,2.39,-9.14
32,1.88,3.41,-15.65
32.1,-1.96,2.67,-11.61
32.2,-1.69,1.96,-9.22
32.3,-1.8,0.98,-10.36
32.4,0.63,2.35,-16.51
32.5,1.73,2.28,-6.75
32.6,1.41,0.27,-12.83
32.7,1.45,4.75,-14.98
32.8,0.04,2.67,-12
32.9,-2.31,1.53,-10.08
33,-0.39,1.57,-9.3
33.1,2.9,0.63,-11.89
33.2,5.65,-0.86,-7.22
33.3,1.69,3.73,-8
33.4,1.45,6.59,-12.71
33.5,-0.63,2.63,-8.9
33.6,0.39,1.1,-8.36
33.7,4.86,-0.04,-15.38
33.8,2.71,-0.24,-12.98
33.9,2.04,0.51,-9.53
34,1.73,0.75,-14.32
34.1,1.02,1.8,-12.43
34.2,0.12,1.84,-8.28
34.3,0.24,2.04,-12.55
34.4,3.65,2.24,-13.45
34.5,4,0.16,-12.71
34.6,-0.27,0.55,-13.49
34.7,0.78,2.59,-9.41
34.8,-1.33,1.14,-10.16
34.9,-3.02,2.55,-7.92
35,-2.12,0.82,-13.85
35.1,0.47,12.47,-17.26
35.2,3.18,2.39,-10.59
35.3,0.82,1.33,-15.97
35.4,-1.26,2.28,-14.16
35.5,-2.24,2.43,-6.47
35.6,-2.35,4.63,-9.77
35.7,0.55,3.41,-14.67
35.8,4.24,0.75,-9.65
35.9,2.12,1.45,-10.32
36,4.16,2.39,-15.18
36.1,-0.51,1.22,-9.85
36.2,-0.16,2.94,-8.04
36.3,1.14,2.31,-13.1
36.4,4.82,2.47,-12.51
36.5,3.77,2.24,-7.26
36.6,2.16,2,-10.12
36.7,1.49,2.98,-15.18
36.8,-2.63,3.61,-11.73
36.9,-2.9,1.14,-8.51
37,1.18,2.47,-16.12
37.1,3.18,-1.37,-5.45
37.2,3.22,0.78,-9.92
37.3,1.41,2.79,-14.12
37.4,-1.02,2.47,-12.32
37.5,-1.1,2.55,-8.83
37.6,0.51,3.1,-9.45
37.7,2.39,1.14,-14.4
37.8,5.18,2.04,-10.87
37.9,4,3.41,-11.73
38,2.47,1.73,-14.4
38.1,-0.27,2.59,-9.41
38.2,-1.65,1.49,-9.96
38.3,2.67,3.26,-13.22
38.4,3.06,2.71,-15.81
38.5,4.94,0.35,-12
38.6,1.96,1.49,-9.92
38.7,2.59,2.51,-14.51
38.8,1.37,3.49,-13.53
38.9,-2.75,0.08,-6
39,1.06,1.92,-12.04
39.1,1.41,1.06,-14
39.2,3.73,-0.04,-10.79
39.3,2.39,-1.49,-12.43
39.4,2.28,0.43,-14.36
39.5,-2.16,3.14,-11.69
39.6,-1.02,3.14,-8.9
39.7,0,3.1,-9.06
39.8,0.63,5.84,-15.02
39.9,2.63,3.02,-13.93
40,3.02,1.41,-9.73
40.1,0.63,1.26,-11.53
40.2,-0.75,2.63,-11.57
40.3,-2.12,3.49,-10.83
40.4,-0.94,1.88,-12.2
40.5,-0.86,3.84,-13.34
40.6,3.06,1.26,-10.63
40.7,3.65,0.04,-12.08
40.8,2.79,2,-11.06
40.9,0.04,1.41,-14.16
41,-2.08,2.86,-7.45
41.1,2.71,3.49,-9.45
41.2,2.94,4.43,-14.79
41.3,2.71,2.12,-7.85
41.4,2.86,2.39,-7.69
41.5,3.92,2.2,-16.2
41.6,-2.12,3.69,-10.51
41.7,-2.04,1.84,-9.61
41.8,0.67,2.59,-12.36
41.9,3.88,1.1,-15.53
42,0.2,1.65,-12.98
42.1,3.14,3.53,-13.93
42.2,0.98,3.53,-10.63
42.3,-1.84,3.57,-10.98
42.4,-3.06,1.45,-12.2
42.5,0.47,3.77,-14.63
42.6,2.55,0.86,-11.57
42.7,3.18,2.04,-9.81
42.8,2.04,2.63,-14.91
42.9,-2.2,5.77,-13.77
43,-2.24,0.47,-11.61
43.1,-1.65,1.26,-8.67
43.2,2.39,0.75,-15.06
43.3,2.31,1.37,-10.75
43.4,2.9,-1.29,-10.55
43.5,1.26,2.75,-14.71
43.6,-0.71,3.49,-10.32
43.7,0.2,0.94,-9.96
43.8,0.24,1.92,-8.75
43.9,5.3,0.24,-19.61
44,7.26,-0.82,-10.2
44.1,3.53,1.1,-7.92
44.2,2.71,0.71,-13.73
44.3,1.33,3.33,-14.36
44.4,0.08,1.73,-10.79
44.5,-0.75,2.75,-8.2
44.6,3.37,3.96,-11.81
44.7,3.18,2.86,-13.22
44.8,2.35,-0.86,-10.36
44.9,1.41,1.57,-14.16
45,-0.39,2.55,-12.43
45.1,-1.61,1.29,-9.81
45.2,-1.02,3.96,-9.77
45.3,1.69,3.49,-14.79
45.4,5.69,0.63,-8.39
45.5,1.45,2.43,-11.89
45.6,0.59,3.84,-11.92
45.7,0.55,1.57,-10
45.8,-2.86,1.45,-9.73
45.9,1.02,3.49,-11.65
46,4.24,1.73,-13.93
46.1,3.77,-0.04,-8.16
46.2,0.08,4.75,-9.69
46.3,2.9,4.79,-16.32
46.4,0.24,1.69,-9.92
46.5,-1.18,2.43,-10.75
46.6,-1.18,4.16,-12.24
