NAME:,run_4_1,,
EXPERIMENT TIME:,19/06/2023 17:32,,
ACTIVITY TYPE:,Running,,
COUNT OF ACTUAL STEPS:,163,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
0.1,-1.06,10.83,-3.37
0.2,-1.22,10.55,-2.31
0.3,-3.77,7.92,-2.28
0.4,-4.82,11.45,-2.31
0.5,-1.92,8.63,-2.9
0.6,-2.31,9.41,-0.16
0.7,-2.43,5.26,-1.26
0.8,-3.37,12.16,-0.16
0.9,-2.59,12.79,-0.98
1,-0.2,4.86,0.39
1.1,0.08,4,-4.39
1.2,-3.96,18.2,-12.2
1.3,0.43,20.01,-2.31
1.4,-2.08,6,-2.98
1.5,-3.41,2.55,-0.75
1.6,-2.39,20.01,9.61
1.7,-12.55,20.01,-0.51
1.8,-2.51,8.16,0.86
1.9,1.69,-0.67,-3.26
2,-13.49,20.01,6.32
2.1,-6.47,15.65,-0.04
2.2,1.57,0.98,-2.08
2.3,-5.3,0.16,-1.73
2.4,3.57,20.01,2.82
2.5,3.37,12.32,-1.02
2.6,-2.98,1.29,-3.88
2.7,0.71,2.08,-5.41
2.8,2.55,20.01,-0.24
2.9,0.12,2.28,-2.35
3,-5.18,1.69,-4.12
3.1,5.92,8.43,-13.22
3.2,-1.33,16.67,0.75
3.3,-5.53,5.22,-2.08
3.4,1.37,-2.24,-0.47
3.5,-1.02,18.36,-3.69
3.6,-4.2,6.39,1.02
3.7,-3.73,2.08,-4.04
3.8,10.94,0.71,-7.53
3.9,-4.24,19.69,1.29
4,-3.84,5.18,-0.51
4.1,-0.82,-1.02,-0.71
4.2,-3.45,20.01,-6.79
4.3,-5.69,8,1.29
4.4,-4.24,1.61,-3.3
4.5,-10.12,10.79,-6.71
4.6,-8.75,19.85,3.14
4.7,-0.71,4.86,-1.84
4.8,0.94,-1.26,-10.2
4.9,-10.63,20.01,13.61
5,-4.43,16.75,0.98
5.1,-1.18,3.73,-2.28
5.2,-3.26,1.26,-0.59
5.3,-5.65,10.94,4.67
5.4,-0.98,5.77,-1.77
5.5,0.63,-0.9,-6.47
5.6,-10.83,13.89,-16.83
5.7,0.16,20.01,-0.16
5.8,2.16,0.47,-2.82
5.9,-2.82,-1.14,-2.12
6,-2.86,20.01,7.37
6.1,5.65,7.45,-1.57
6.2,0.43,2.55,-5.65
6.3,-8.08,10.04,-14.91
6.4,2.55,20.01,-0.27
6.5,0.59,1.06,-3.41
6.6,-6.35,-5.88,-4.67
6.7,7.77,4.2,-20.01
6.8,4.82,13.57,0.47
6.9,-2.47,4.79,-4.28
7,1.29,3.53,-2.16
7.1,2,20.01,-0.24
7.2,1.1,0.55,-1.18
7.3,-6.39,-2.94,-7.69
7.4,-3.53,15.65,-2.94
7.5,-4.28,20.01,3.53
7.6,-6.35,3.1,3.65
7.7,-0.35,-0.75,15.3
7.8,-3.8,20.01,-3.53
7.9,-6.63,10.71,1.33
8,-3.06,1.92,-3.33
8.1,-8.9,7.73,-4.47
8.2,-4.9,20.01,5.73
8.3,-4.67,2.12,-4.39
8.4,3.26,-1.29,-11.22
8.5,2.35,20.01,-16.79
8.6,-4.16,16.28,-0.86
8.7,-1.29,2.63,-1.1
8.8,-6.63,1.65,1.65
8.9,-4.43,19.73,8.63
9,1.77,5.26,-4.51
9.1,1.33,-2.35,-4.12
9.2,-9.96,12.75,-20.01
9.3,2.08,16.32,-1.14
9.4,-0.59,0.35,-3.41
9.5,-4.12,-0.78,0.27
9.6,-2.98,16.99,9.14
9.7,0.9,2.55,-1.29
9.8,1.1,-2.04,-8.79
9.9,-5.65,14.91,-20.01
10,2.04,20.01,0.51
10.1,2.43,-3.1,-4.08
10.2,-3.22,-1.61,-4.31
10.3,4.28,11.65,-12.98
10.4,8.43,12.87,3.1
10.5,-0.75,4.39,-5.65
10.6,-13.53,10.79,-16.75
10.7,-1.96,20.01,1.65
10.8,1.69,-0.82,-4.2
10.9,-4.82,-0.08,-2.12
11,1.18,12.47,-2.2
11.1,1.53,13.1,0.82
11.2,-3.45,1.37,-0.63
11.3,-2.59,1.57,0.98
11.4,2.2,9.92,-7.92
11.5,-2.24,4.59,-0.75
11.6,-5.26,0,-4.28
11.7,-0.98,20.01,7.73
11.8,-10.08,20.01,3.45
11.9,-6.67,4.08,2.79
12,0.35,-2.59,-8.39
12.1,-12.79,20.01,12.51
12.2,-9.49,10.63,0.47
12.3,-4.39,3.3,-1.61
12.4,-16.51,12.32,-19.93
12.5,-7.61,20.01,1.33
12.6,-3.49,1.49,-2.51
12.7,0.78,-2.28,-4.75
12.8,-6.35,20.01,-6.55
12.9,-9.73,9.85,0.71
13,-3.92,2.43,-5.41
13.1,-15.02,12.24,-20.01
13.2,-7.37,19.81,6.24
13.3,-3.14,2.12,-3.14
13.4,1.49,-2.55,-10.51
13.5,-11.49,20.01,5.49
13.6,-9.81,12.51,1.1
13.7,-2.67,3.1,-1.61
13.8,-18.67,9.92,-18.01
13.9,-8,20.01,3.02
14,-4.39,5.18,-1.26
14.1,2.94,-2.51,-9.34
14.2,-15.97,20.01,17.14
14.3,-7.34,14.75,1.18
14.4,-4.2,6.9,-3.18
14.5,-8.75,6.51,-9.02
14.6,-10.87,13.73,2.75
14.7,-0.98,4.35,-3.33
14.8,2.79,-0.39,-10.16
14.9,-14.51,20.01,7.26
15,-9.26,14.4,1.22
15.1,-3.26,5.02,-0.98
15.2,-14.59,5.81,-10.75
15.3,-10.24,11.06,4.82
15.4,0.24,5.37,-4.39
15.5,2.51,-0.04,-6.86
15.6,-10.9,19.1,-17.77
15.7,0.08,20.01,-0.16
15.8,0.98,0,-2.39
15.9,-0.51,-0.04,-1.26
16,-7.96,20.01,18.04
16.1,1.49,5.69,-2.55
16.2,1.1,-2.59,-6.2
16.3,-11.34,20.01,19.57
16.4,-2.35,19.85,2.59
16.5,-4.04,0.55,-0.55
16.6,1.96,1.53,0.94
16.7,-7.1,16.4,10.2
16.8,1.26,4.63,-2.86
16.9,1.14,-0.82,-9.73
17,-1.18,20.01,-18.36
17.1,-4.51,16.04,2.2
17.2,-4.2,2.24,-3.69
17.3,-9.45,5.45,-10.63
17.4,-7.53,15.53,1.77
17.5,0.39,5.53,-5.3
17.6,3.02,-2.79,-6.32
17.7,-5.88,20.01,-17.18
17.8,-2.35,19.61,1.88
17.9,1.53,-0.27,-4.08
18,-12.4,1.33,-8.98
18.1,-4.75,14.36,1.45
18.2,-2.82,5.18,-1.61
18.3,3.57,-0.47,-5.73
18.4,-20.01,20.01,20.01
18.5,-1.41,17.97,-1.14
18.6,5.26,-2.31,-6.24
18.7,-1.45,-0.47,2
18.8,-2.2,13.69,7.18
18.9,1.57,5.37,-2.79
19,2.9,-0.82,-6
19.1,-5.22,18.4,-17.77
19.2,-0.2,18.63,0.47
19.3,1.88,1.33,-4.59
19.4,0.27,-1.8,-0.67
19.5,-6.04,19.26,12.63
19.6,4.43,7.41,-3.26
19.7,-2.63,3.1,-7.41
19.8,-7.81,11.81,-18.99
19.9,2.94,20.01,1.37
20,3.1,1.41,-3.69
20.1,-4.94,-3.18,-3.14
20.2,5.69,5.45,-19.5
20.3,4.39,11.49,-2.39
20.4,-1.77,6.75,-3.45
20.5,-0.39,4.82,1.49
20.6,5.65,14.47,-3.65
20.7,0.55,0.63,-1.02
20.8,-4.98,-5.33,-1.92
20.9,-9.1,20.01,3.49
21,2.12,17.53,3.73
21.1,-4.35,4.28,-2.75
21.2,2.2,1.02,3.33
21.3,4.51,20.01,-2.71
21.4,-2,1.84,-2.08
21.5,-6.16,-1.61,-4.71
21.6,3.41,17.14,-13.02
21.7,2.28,10.55,-1.88
21.8,-1.84,6.28,-4.94
21.9,-0.31,2.39,-7.45
22,5.02,20.01,-1.06
22.1,2.55,-0.31,-3.14
22.2,-5.26,-0.75,-5.84
22.3,4.98,7.3,-14.4
22.4,3.45,14.28,-0.78
22.5,0.82,4.75,-2.94
22.6,-2.55,-0.47,3.96
22.7,1.88,20.01,-5.65
22.8,-3.26,8.43,0.39
22.9,-4.55,2.51,-1.33
23,-17.38,6.94,-20.01
23.1,-8.08,20.01,4.31
23.2,-1.77,5.61,-4.55
23.3,3.33,-1.61,-7.34
23.4,-6.83,16.2,-6.12
23.5,-6.2,20.01,2.51
23.6,3.53,-6.59,-5.02
23.7,-7.3,-0.43,-7.61
23.8,-6.47,14,1.45
23.9,1.33,11.49,0
24,-0.43,2.24,-1.77
24.1,-0.59,1.8,-6.28
24.2,1.88,15.57,-3.06
24.3,-6.39,8.39,0.67
24.4,-5.57,3.53,0.59
24.5,-8.83,5.06,-20.01
24.6,-6.43,20.01,4.28
24.7,-4.08,4.43,-4.35
24.8,3.26,-0.75,-8.67
24.9,-10.4,20.01,-0.9
25,-7.65,11.77,0.24
25.1,-0.35,1.14,-3.49
25.2,-14.28,5.3,-16.12
25.3,-5.65,20.01,3.61
25.4,-2.59,3.96,-1.73
25.5,3.06,-0.82,-8.24
25.6,-18.2,19.53,20.01
25.7,-5.53,19.06,1.14
25.8,0.27,0.75,-2.79
25.9,-9.49,4.24,-7.45
26,-7.85,15.1,1.61
26.1,0.43,3.22,-4
26.2,0.35,1.41,-5.49
26.3,-4.59,10.28,-20.01
26.4,3.49,19.97,0.71
26.5,4.59,-0.16,-4.55
26.6,-3.14,-3.69,-5.37
26.7,-6.28,19.73,9.06
26.8,2.98,10.79,-2.39
26.9,-0.67,2.04,-3.8
27,-8,8.71,-17.38
27.1,-0.12,20.01,1.33
27.2,3.37,0.55,-3.61
27.3,-6.32,-4.51,-3.14
27.4,5.45,4.43,-19.77
27.5,0,11.02,1.41
27.6,0.35,6.94,-3.33
27.7,0,4.63,-6.67
27.8,2.43,17.38,4.39
27.9,3.45,-2,-3.41
28,-4.28,-6.08,-5.06
28.1,2.59,10.32,-20.01
28.2,6.71,10.63,0.27
28.3,-1.02,3.37,-6.39
28.4,-3.3,6.51,-9.65
28.5,2.08,20.01,1.73
28.6,2.04,-2.28,-5.18
28.7,-5.45,-9.06,-3.73
28.8,-5.96,16.91,-4.35
28.9,2,6.2,-2.75
29,2.59,0.98,-3.41
29.1,-3.26,1.8,2.04
29.2,0.39,17.18,-0.47
29.3,0.63,0.78,-3.41
29.4,-4.16,4.16,-4.35
29.5,4.28,10.36,-10.67
29.6,-1.06,19.65,3.92
29.7,-6.24,1.26,-0.82
29.8,0.51,-1.33,-1.69
29.9,-12.08,20.01,6.16
30,-9.96,13.65,0.55
30.1,-3.14,3.41,0.2
30.2,-13.38,8.08,-14.59
30.3,-4.75,20.01,2.24
30.4,-3.8,3.77,-2.67
30.5,2.16,-1.18,-8.12
30.6,-9.85,20.01,19.3
30.7,-7.65,16.16,1.8
30.8,-2.24,0.9,-2.67
30.9,-3.69,-1.92,-2.12
31,-6,11.53,5.33
31.1,-0.75,2.39,-4.35
31.2,2.75,-2.43,-8.2
31.3,-14.98,20.01,20.01
31.4,-7.57,16.44,1.53
31.5,-2.59,2.71,-0.9
31.6,2.31,-0.94,-0.75
31.7,-4.16,20.01,14.59
31.8,-0.86,7.02,-5.33
31.9,1.65,-2.98,-8.59
32,-9.53,19.02,-18.75
32.1,-4.79,18.16,1.69
32.2,-0.43,2.51,-2.51
32.3,-14.24,1.77,-15.02
32.4,-10.51,20.01,2.16
32.5,-0.16,4.51,-3.96
32.6,-0.35,-0.24,-8.12
32.7,-11.69,20.01,19.93
32.8,-6.67,15.65,1.1
32.9,-2.31,0.9,-0.27
33,-0.47,0.75,0.47
33.1,-4.71,18.59,5.73
33.2,0.47,6.67,-2.79
33.3,1.14,0.24,-6.2
33.4,-15.1,20.01,11.73
33.5,-6.24,19.69,2.12
33.6,1.92,-1.57,-4.63
33.7,-2.55,-2.71,-1.73
33.8,-1.65,19.89,1.49
33.9,2.79,5.61,-0.27
34,-0.59,5.96,-7.37
34.1,-5.88,8.55,-12.94
34.2,0.82,20.01,1.22
34.3,3.37,0.78,-4.75
34.4,-3.96,-2.35,-3.8
34.5,4.82,8.24,-12.32
34.6,2.43,14.87,2.28
34.7,-1.69,6.71,-1.29
