NAME:,walk_1_2.csv,,
EXPIRAMENT TIME:,19/06/2023 12:33,,
ACTIVITY TYPE:,Walking,,
COUNT OF ACTUAL STEPS::,110,,
,,,
Time [sec],ACC X,ACC Y,ACC Z 
0,-9.26,-3.1,-1.22
0.01,-9.81,-3.49,-2.16
0.02,-9.81,-3.37,-3.18
0.03,-10.59,-4.04,-2.35
0.04,-8.98,-2.35,-4.08
0.05,-8.24,-2.31,-3.18
0.06,-9.38,-2.51,-2.71
0.07,-9.65,-2.82,-2.39
0.08,-10.67,-2.98,-4.2
0.09,-10.32,-3.33,-4.9
0.1,-9.77,-2.59,-4.04
0.11,-7.49,-2.79,-3.65
0.12,-7.18,-3.49,-2.16
0.13,-9.38,-2.94,-3.22
0.14,-9.73,-3.45,-3.3
0.15,-11.22,-3.45,-4.39
0.16,-9.02,-2.39,-5.18
0.17,-8.28,-2.24,-5.02
0.18,-8.04,-3.1,-2.75
0.19,-10.08,-3.33,-3.41
0.2,-9.06,-2.82,-5.33
0.21,-11.65,-3.84,-5.22
0.22,-7.45,-3.65,-2.9
0.23,-7.65,-2.82,-5.14
0.24,-8.39,-3.73,-2.94
0.25,-10.98,-3.41,-4.55
0.26,-10.24,-4.08,-3.65
0.27,-9.38,-2.63,-5.49
0.28,-8.08,-1.92,-4.47
0.29,-6.79,-2.67,-2.51
0.3,-9.18,-2.98,-3.02
0.31,-11.53,-4.47,-3.49
0.32,-10.16,-3.41,-6.24
0.33,-8.28,-2.86,-4.47
0.34,-6.98,-2.31,-4.43
0.35,-9.26,-3.84,-2.94
0.36,-10.04,-3.8,-5.14
0.37,-10.71,-4.82,-4.79
0.38,-8.51,-2.43,-4.67
0.39,-6.2,-1.57,-3.41
0.4,-9.34,-2.82,-2.55
0.41,-10.55,-3.69,-3.65
0.42,-11.81,-3.92,-4.79
0.43,-9.53,-3.14,-5.88
0.44,-7.1,-4,-2.9
0.45,-6.2,-2.35,-3.45
0.46,-10.12,-3.69,-3.88
0.47,-10.79,-3.41,-5.92
0.48,-9.96,-4.2,-4.35
0.49,-8.16,-2.51,-4.55
0.5,-6.83,-2.63,-3.18
0.51,-9.57,-3.1,-3.3
0.52,-10.08,-3.73,-4.86
0.53,-11.45,-5.02,-6
0.54,-8.43,-3.37,-4.24
0.55,-6.86,-2.24,-3.37
0.56,-7.96,-2.35,-2.43
0.57,-10.75,-3.3,-3.53
0.58,-12.08,-3.37,-5.02
0.59,-9.53,-2.47,-5.65
0.6,-7.18,-2.04,-4.16
0.61,-6.28,-2.24,-3.02
0.62,-10.08,-3.1,-3.57
0.63,-12.16,-3.69,-5.22
0.64,-9.96,-4.31,-4.71
0.65,-7.77,-3.06,-3.33
0.66,-6.9,-1.92,-4.12
0.67,-8.43,-3.14,-2.9
0.68,-12.55,-3.14,-4.43
0.69,-10.59,-4.28,-4.35
0.7,-7.85,-2.24,-5.02
0.71,-7.73,-1.88,-4.47
0.72,-7.14,-3.37,-2
0.73,-11.26,-3.77,-3.88
0.74,-11.45,-3.73,-5.26
0.75,-8.51,-2.86,-6.08
0.76,-7.18,-3.26,-3.45
0.77,-7.37,-2.75,-3.61
0.78,-9.81,-3.26,-3.73
0.79,-11.34,-2.86,-5.73
0.8,-9.92,-3.22,-5.57
0.81,-7.96,-2.31,-2.82
0.82,-7.22,-1.84,-3.8
0.83,-8.51,-3.14,-2.31
0.84,-11.14,-3.02,-5.26
0.85,-10.75,-4.63,-4.35
0.86,-8.75,-3.33,-2.71
0.87,-6.12,-1.29,-4
0.88,-6.98,-2.43,-3.33
0.89,-11.26,-2.75,-6.04
0.9,-12.43,-3.69,-4.94
0.91,-8.83,-1.45,-5.33
0.92,-6.12,-1.53,-3.65
0.93,-8.16,-2.98,-2.63
0.94,-12.55,-3.18,-4.51
0.95,-11.61,-3.73,-5.61
0.96,-7.34,-2.51,-5.33
0.97,-7.06,-2.63,-4
0.98,-7.14,-3.41,-2.47
0.99,-11.57,-3.49,-4.59
1,-10.87,-3.57,-5.45
1.01,-8.71,-1.41,-6.75
1.02,-7.69,-1.18,-4.59
1.03,-6.9,-2.16,-2.47
1.04,-10.24,-2.59,-4.24
1.05,-11.61,-3.22,-6.83
1.06,-9.77,-2.86,-7.1
1.07,-7.49,-2.75,-4.28
1.08,-6.35,-1.96,-4.28
1.09,-8.87,-2.79,-3.33
1.1,-11.3,-2.35,-5.81
1.11,-9.38,-2.79,-7.3
1.12,-9.89,-1.88,-4.79
1.13,-5.96,-1.49,-4.35
1.14,-8.55,-2.59,-3.49
1.15,-11.3,-3.18,-5.33
1.16,-10.24,-4.2,-5.37
1.17,-9.26,-3.1,-5.1
1.18,-6.71,-1.77,-4.39
1.19,-8.51,-2.39,-4.24
1.2,-10.04,-2.67,-4.24
1.21,-11.38,-2.79,-5.49
1.22,-8.55,-1.18,-4.9
1.23,-6.98,-1.37,-4.2
1.24,-7.69,-2.24,-2.39
1.25,-11.34,-1.77,-4.75
1.26,-11.57,-2.28,-5.88
1.27,-8.83,-1.77,-6.16
1.28,-7.3,-1.22,-4.24
1.29,-7.73,-1.88,-4.08
1.3,-11.26,-1.73,-6
1.31,-11.26,-2.12,-5.96
1.32,-8.47,-2.12,-6.98
1.33,-8.04,-1.45,-5.49
1.34,-6.28,-1.65,-3.1
1.35,-10.43,-0.75,-3.84
1.36,-11.85,-1.73,-6.79
1.37,-11.02,-1.57,-7.65
1.38,-5.96,-1.77,-3.65
1.39,-5.88,-0.98,-4.9
1.4,-10.67,-2.04,-4.51
1.41,-11.92,-1.77,-5.26
1.42,-12.32,-1.26,-9.06
1.43,-7.81,-0.39,-3.61
1.44,-6.12,-0.35,-4.24
1.45,-8.94,-1.18,-2.86
1.46,-12.71,-1.61,-4.9
1.47,-12.59,-1.84,-5.3
1.48,-8.83,-0.98,-3.18
1.49,-6.75,-0.39,-4.08
1.5,-8.2,-1.06,-3.02
1.51,-11.06,-1.18,-4.31
1.52,-12.28,-0.55,-5.84
1.53,-10.55,-0.04,-6.55
1.54,-6.28,-0.24,-4.31
1.55,-7.49,-0.51,-2.71
1.56,-11.22,-0.67,-3.84
1.57,-12.4,-0.98,-5.49
1.58,-9.96,-1.57,-5.57
1.59,-6.51,-1.29,-3.53
1.6,-7.57,-1.22,-4.16
1.61,-9.65,-1.29,-3.26
1.62,-12.16,-1.06,-5.61
1.63,-10.59,-0.31,-7.61
1.64,-8.28,-0.82,-4.12
1.65,-7.22,-1.06,-3.8
1.66,-9.85,-0.59,-4
1.67,-11.89,-1.26,-5.14
1.68,-10.87,-2.16,-5.37
1.69,-8,-2.51,-4.51
1.7,-7.45,-0.71,-4.39
1.71,-8.47,-1.18,-2.75
1.72,-11.92,-1.53,-5.53
1.73,-11.77,-1.84,-6.39
1.74,-8.63,-0.67,-4.86
1.75,-6.83,-0.51,-4.31
1.76,-8.12,-1.49,-2.59
1.77,-10.94,-1.1,-5.26
1.78,-11.65,-1.8,-5.92
1.79,-9.57,-1.65,-5.69
1.8,-6.86,-0.78,-4.43
1.81,-7.88,-1.33,-2.35
1.82,-10.28,-1.96,-4.63
1.83,-12,-1.06,-5.26
1.84,-9.61,-0.55,-5.61
1.85,-6.75,-0.63,-4.67
1.86,-7.37,-1.26,-2.82
1.87,-10.28,-1.1,-4.67
1.88,-11.53,-2.12,-5.96
1.89,-10.4,-0.82,-6.9
1.9,-6.12,-1.45,-4.51
1.91,-7.57,-0.98,-2.94
1.92,-10.36,-1.57,-5.14
1.93,-11.81,-1.92,-5.41
1.94,-9.34,-0.27,-7.85
1.95,-6.79,-0.39,-4.24
1.96,-7.3,-1.14,-4.16
1.97,-10.16,-0.86,-4.71
1.98,-11.38,-0.94,-6.83
1.99,-11.26,-2.35,-5.57
2,-7.96,-2.43,-4.08
2.01,-6.67,-0.47,-3.65
2.02,-9.14,-0.59,-4.28
2.03,-12.43,-1.33,-6.32
2.04,-11.18,-1.61,-6.59
2.05,-8.36,-0.78,-4.2
2.06,-7.1,-0.67,-4.39
2.07,-9.77,-0.67,-4.55
2.08,-12.04,-1.49,-5.81
2.09,-10.98,-1.49,-7.49
2.1,-8,-1.65,-4.75
2.11,-6.63,-0.98,-4.28
2.12,-8.94,-1.33,-2.82
2.13,-11.65,-1.1,-6.9
2.14,-11.45,-2.16,-5.69
2.15,-8.47,-0.2,-6.75
2.16,-6.35,-0.39,-3.49
2.17,-9.02,-0.9,-3.88
2.18,-11.96,-1.37,-4.59
2.19,-12.55,-2.71,-6.79
2.2,-8.36,-2.12,-4.51
2.21,-6.94,-1.57,-3.96
2.22,-8.98,-1.69,-3.22
2.23,-11.26,-2.24,-5.02
2.24,-11.34,-2,-5.84
2.25,-9.14,-1.14,-5.1
2.26,-6.79,-0.9,-4.39
2.27,-7.73,-1.61,-3.22
2.28,-9.14,-1.57,-4.47
2.29,-12.08,-1.92,-5.57
2.3,-8.87,-2.2,-6.39
2.31,-6.75,-1.96,-4.43
2.32,-7.73,-2,-2.82
2.33,-10.87,-2.94,-4.67
2.34,-11.89,-1.41,-6.08
2.35,-8.83,-1.37,-6.35
2.36,-7.77,-1.41,-5.1
2.37,-7.34,-1.41,-3.33
2.38,-9.34,-1.73,-3.18
2.39,-11.45,-2.16,-6.24
2.4,-9.73,-3.18,-6.71
2.41,-8.83,-3.14,-4.47
2.42,-6.9,-1.49,-4
2.43,-8.24,-1.8,-3.18
2.44,-12.16,-2.16,-6.35
2.45,-10.55,-2.55,-5.3
2.46,-8.83,-1.29,-5.1
2.47,-6.71,-1.29,-4.08
2.48,-8.39,-1.84,-3.41
2.49,-11.18,-2.2,-4.98
2.5,-11.53,-2.43,-7.02
2.51,-9.34,-1.96,-6.94
2.52,-5.84,-0.78,-5.1
2.53,-7.69,-1.45,-3.65
2.54,-10.94,-2.47,-5.02
2.55,-11.85,-2,-6.55
2.56,-8.87,-1.14,-7.3
2.57,-6.86,-0.59,-4.82
2.58,-7.57,-1.65,-2.98
2.59,-10.55,-1.37,-4.79
2.6,-11.53,-1.65,-7.06
2.61,-9.61,-0.78,-7.73
2.62,-6.47,-1.49,-5.33
2.63,-8.9,-2.12,-2.47
2.64,-9.69,-1.96,-4.39
2.65,-11.3,-1.8,-6.47
2.66,-9.77,-1.14,-7.26
2.67,-7.41,-1.02,-5.65
2.68,-6.94,-1.69,-3.53
2.69,-8.71,-0.75,-4.39
2.7,-11.38,-2.12,-5.73
2.71,-11.1,-3.18,-7.18
2.72,-8.08,-2.9,-5.49
2.73,-7.1,-1.49,-3.57
2.74,-7.85,-1.33,-4.12
2.75,-11.34,-1.96,-5.49
2.76,-11.18,-1.8,-7.26
2.77,-8.43,-0.82,-5.88
2.78,-6.75,-0.75,-5.18
2.79,-8.24,-1.18,-3.77
2.8,-10.67,-1.61,-4.51
2.81,-11.92,-1.77,-5.81
2.82,-8.9,-2.2,-5.41
2.83,-6.9,-1.18,-4.47
2.84,-7.34,-1.33,-3.02
2.85,-10.43,-2,-3.77
2.86,-11.77,-1.49,-6.2
2.87,-8.98,-0.43,-7.06
2.88,-7.1,-0.55,-4.98
2.89,-6.71,-1.02,-2.9
2.9,-9.65,-0.2,-4.47
2.91,-12.08,-1.37,-6.2
2.92,-10.36,-2,-7.34
2.93,-6.98,-1.77,-4.31
2.94,-6.83,-1.84,-2.94
2.95,-9.65,-1.96,-4.08
2.96,-11.69,-1.84,-5.3
2.97,-11.96,-1.33,-7.53
2.98,-8.2,-0.82,-4.67
2.99,-7.77,-0.98,-3.69
3,-8.59,-1.14,-3.49
3.01,-11.1,-2.04,-4.39
3.02,-11.57,-2.24,-6.12
3.03,-9.14,-3.1,-4.63
3.04,-7.3,-2.08,-4.16
3.05,-7.69,-1.65,-3.69
3.06,-10.59,-2.24,-3.3
3.07,-11.89,-2.35,-6.55
3.08,-9.69,-1.18,-7.18
3.09,-7.57,-1.49,-5.1
3.1,-6.83,-2.04,-2.94
3.11,-10.08,-0.71,-4.16
3.12,-11.77,-1.84,-6.79
3.13,-10.32,-2.24,-5.92
3.14,-8.47,-2.16,-4.79
3.15,-7.41,-0.47,-3.69
3.16,-8.16,-1.57,-3.33
3.17,-11.18,-1.96,-5.3
3.18,-11.65,-2.08,-6.16
3.19,-8.71,-1.22,-6.04
3.2,-7.3,-1.61,-4.16
3.21,-8.28,-1.29,-2.71
3.22,-10.4,-1.22,-4.67
3.23,-11.61,-1.73,-6.32
3.24,-9.57,-1.88,-6
3.25,-7.02,-1.53,-4.2
3.26,-7.61,-1.65,-3.33
3.27,-10.71,-1.96,-4.55
3.28,-12.4,-1.57,-6.55
3.29,-9.49,-1.33,-6.79
3.3,-6.67,-0.82,-4.9
3.31,-6.94,-1.77,-2.82
3.32,-10.08,-0.94,-4
3.33,-11.57,-1.84,-6.55
3.34,-9.89,-2.35,-7.57
