NAME:,walk_4_2.csv,,
EXPERIMENT TIME:,01/06/2023 09:09,,
ACTIVITY TYPE:,Walking,,
COUNT OF ACTUAL STEPS:,103,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
0,9.34,0.59,0.98
0.1,9.57,-0.98,-1.22
0.2,9.73,-0.9,-1.26
0.3,9.81,-1.14,-1.18
0.4,9.96,-0.75,-1.14
0.5,10.12,-1.06,-1.53
0.6,9.57,-0.86,-1.29
0.7,9.18,-1.18,-1.18
0.8,9.41,-1.1,-1.33
0.9,9.26,-0.63,-1.57
1,9.61,-1.14,-1.45
1.1,9.57,-0.71,-0.78
1.2,10.4,-0.51,-1.73
1.3,10.98,0.47,-1.22
1.4,9.89,-0.55,-0.67
1.5,9.26,-0.55,-0.55
1.6,9.61,-0.75,-0.63
1.7,9.38,-0.9,-0.51
1.8,9.89,-1.45,-0.51
1.9,11.02,-2.55,-0.47
2,11.85,0.2,-2.04
2.1,11.38,2.9,-0.16
2.2,9.26,-0.98,0.51
2.3,8.08,0.98,1.02
2.4,6,-1.1,2.51
2.5,9.92,-2.71,5.1
2.6,8,-0.55,5.96
2.7,9.14,2.86,0.04
2.8,9.73,-2.67,0.35
2.9,8.98,-0.2,-1.33
3,9.22,-4.16,0.47
3.1,9.06,-1.26,0
3.2,9.92,-1.33,0.12
3.3,11.73,-2.47,-2
3.4,12.04,0.71,0.12
3.5,11.89,0.24,0.16
3.6,6.04,0.47,1.18
3.7,4.51,0.63,1.45
3.8,12.24,-2.82,5.18
3.9,10.83,-1.37,3.45
4,7.34,1.53,-0.2
4.1,9.69,0.55,0.31
4.2,8.87,-1.84,-0.78
4.3,8.98,-1.88,0.04
4.4,10.51,-0.04,0.86
4.5,10.51,-0.04,0.86
4.6,10.51,-0.04,0.86
4.7,10.51,-0.04,0.86
4.8,10.51,-0.04,0.86
4.9,12.28,-2.08,-1.06
5,12.28,-2.08,-1.06
5.1,12.28,-2.08,-1.06
5.2,12.28,-2.08,-1.06
5.3,12.28,-2.08,-1.06
5.4,4.9,0.39,-1.06
5.5,10.51,-0.43,0.63
5.6,12.36,-2.55,-0.31
5.7,11.85,1.49,-0.39
5.8,10.2,-0.2,0.82
5.9,5.26,0.67,1.41
6,5.73,1.69,2.55
6.1,11.81,-1.73,5.1
6.2,9.26,-0.55,5.26
6.3,8.67,1.73,-0.24
6.4,10,-2.16,-0.27
6.5,8.36,-0.39,-0.04
6.6,9.3,-1.73,0.51
6.7,10.59,-0.39,-0.67
6.8,10.83,-2.75,-0.31
6.9,12.28,0.08,-2.9
7,9.73,-0.47,0.39
7.1,6.86,0.12,1.65
7.2,6.86,0,1.65
7.3,6.75,-0.27,5.1
7.4,9.3,-1.57,4.24
7.5,12.51,-0.08,-0.63
7.6,7.81,-1.77,-1.88
7.7,8.79,0.04,0.12
7.8,9.14,-2.31,0.27
7.9,9.18,-1.06,-1.02
8,10.04,-2.55,0.08
8.1,12.87,-2.43,-1.37
8.2,11.73,1.18,-0.55
8.3,9.14,-1.22,0.27
8.4,6.59,0.47,1.06
8.5,5.92,0.31,2.71
8.6,11.45,-3.22,3.96
8.7,11.49,-1.14,1.53
8.8,6.12,4,-0.2
8.9,6.12,4,-0.2
9,8.16,-2.12,-0.27
9.1,8.16,-2.12,-0.27
9.2,11.34,-1.14,-0.59
9.3,12.51,-3.77,-1.96
9.4,15.06,2.86,0.12
9.5,8.55,-0.35,0.55
9.6,4.71,0.39,2.31
9.7,13.81,-3.45,5.61
9.8,13.81,-3.45,5.61
9.9,9.53,-2.75,-5.53
10,7.73,-0.94,0.2
10.1,8.83,-2.51,-0.12
10.2,8.83,-2.51,-0.12
10.3,8.83,-2.51,-0.12
10.4,8.83,-2.51,-0.12
10.5,8.83,-2.51,-0.12
10.6,8.83,-2.51,-0.12
10.7,9.26,-1.61,-0.12
10.8,9.26,-1.61,-0.12
10.9,9.26,-1.61,-0.12
11,9.26,-1.61,-0.12
11.1,9.26,-1.61,-0.12
11.2,8.39,-1.96,-0.43
11.3,8.63,-2.55,0
11.4,9.3,-0.9,0.24
11.5,11.34,-0.98,-1.41
11.6,11.02,0.12,-0.94
11.7,11.02,0.12,-0.94
11.8,4.35,0.31,0.98
11.9,3.77,1.14,1.26
12,15.61,-2.75,5.69
12.1,10.79,-1.84,2.67
12.2,4.63,3.84,1.29
12.3,10.04,-0.31,0.31
12.4,9.41,-1.57,-0.78
12.5,8.2,-2.47,0.16
12.6,10.79,-1.37,-0.12
12.7,10.79,-1.37,-0.12
12.8,12.75,-2.94,-2
12.9,17.34,2.98,-1.92
13,7.96,-1.96,-0.24
13.1,5.22,0.39,4.04
13.2,5.22,0.39,4.04
13.3,10.79,-2.08,-0.08
13.4,7.73,-2.31,-1.26
13.5,7.73,-2.31,-1.26
13.6,10.32,-2.04,-0.31
13.7,10.32,-2.04,-0.31
13.8,12.71,1.49,-1.73
13.9,11.3,0.9,0.24
14,5.65,1.61,1.1
14.1,5.65,1.61,1.1
14.2,4.04,0.82,2.28
14.3,13.53,-4.12,6
14.4,3.45,2.51,0.94
14.5,8.87,-0.43,-1.02
14.6,8.87,-0.43,-1.02
14.7,8.28,-1.06,-0.35
14.8,8.28,-1.06,-0.35
14.9,11.1,-3.02,-1.02
15,11.1,-3.02,-1.02
15.1,13.96,0.63,1.29
15.2,4.98,1.65,0.43
15.3,4.98,1.65,0.43
15.4,6.83,-0.51,4.55
15.5,9.65,-1.88,6.32
15.6,12.67,1.61,-1.37
15.7,11.1,-2.35,-3.41
15.8,7.3,-1.96,-1.02
15.9,8.63,-2.86,0.39
16,8.98,-0.94,-0.55
16.1,11.1,-2.82,-0.39
16.2,11.1,-2.82,-0.39
16.3,11.1,-2.82,-0.39
16.4,11.1,-2.82,-0.39
16.5,12.32,-0.63,-3.49
16.6,12.32,-0.63,-3.49
16.7,12.32,-0.63,-3.49
16.8,12.32,-0.63,-3.49
16.9,12.32,-0.63,-3.49
17,5.45,-1.02,-3.49
17.1,8.43,-2.39,0.43
17.2,10.08,-1.61,-1.02
17.3,13.02,2.71,-0.43
17.4,9.65,-2.71,-0.39
17.5,5.41,1.49,2.08
17.6,5.06,0.31,3.06
17.7,13.42,-2.71,7.37
17.8,15.49,1.41,-0.08
17.9,8.08,-1.92,-2.82
18,8.36,-0.39,-0.59
18.1,9.18,-2.55,0.04
18.2,8.75,-1.57,-0.59
18.3,10.08,-3.06,-0.12
18.4,13.49,-3.45,-2.47
18.5,12.08,2.43,-0.35
18.6,6.2,-1.53,0.08
18.7,4.94,0.78,0.08
18.8,8,-0.35,7.02
18.9,7.53,-2.67,4.9
19,8.32,1.06,-2.12
19.1,9.77,-0.86,-0.04
19.2,8.67,-2.04,-1.18
19.3,8.24,-2.59,-0.16
19.4,10.59,-1.14,0.2
19.5,12.32,-2.55,-1.73
19.6,13.89,3.57,0.16
19.7,11.02,-1.45,-0.9
19.8,5.14,2.2,1.53
19.9,4.35,0.78,1.61
20,14.12,-4,4.04
20.1,9.3,-1.02,-2.43
20.2,8.83,0.39,-0.71
20.3,9.06,-2.2,-0.63
20.4,8.67,-1.37,-0.67
20.5,9.34,-2.67,-0.51
20.6,13.18,-3.88,-1.77
20.7,13.96,1.88,0.16
20.8,10.4,-0.9,-0.12
20.9,4.86,1.8,1.14
21,5.45,0.35,2.04
21.1,13.81,-3.92,6.67
21.2,17.5,1.06,0.12
21.3,11.06,-0.86,-5.96
21.4,7.69,-1.18,-0.35
21.5,9.14,-2.63,0.16
21.6,8.63,-2.35,-0.59
21.7,10.24,-2.67,0.82
21.8,11.26,-0.9,-3.37
21.9,11.26,-0.9,-3.37
22,11.26,-0.9,-3.37
22.1,11.26,-0.9,-3.37
22.2,11.26,-0.9,-3.37
22.3,12.43,0.04,0.9
22.4,12.43,0.04,0.9
22.5,12.43,0.04,0.9
22.6,12.43,0.04,0.9
22.7,12.43,0.04,0.9
22.8,8.16,1.06,0.9
22.9,11.92,-2.86,-1.26
23,11.92,-2.86,-1.26
23.1,9.96,-2.08,1.49
23.2,5.41,1.18,1.02
23.3,13.93,-11.1,7.45
23.4,7.37,-0.71,3.45
23.5,3.02,4.79,1.88
23.6,10.04,-1.41,-1.06
23.7,10.04,-1.41,-1.06
23.8,8.43,-2.16,0.08
23.9,8.43,-2.16,0.08
24,11.65,-2.28,-1.69
24.1,16.75,2.59,0
24.2,8.08,-3.69,-0.9
24.3,4.71,0.75,0.24
24.4,7.14,-1.53,8.55
24.5,10.55,-3.1,5.96
24.6,8.36,0.75,-2.12
24.7,10.16,-0.39,-1.49
24.8,10.16,-0.39,-1.49
24.9,8.28,-3.1,-0.16
25,9.38,-1.29,-0.2
25.1,12.12,-1.53,-0.9
25.2,11.49,1.41,-1.22
25.3,11.49,1.41,-1.22
25.4,4.82,1.18,0.78
25.5,4.31,1.29,1.61
25.6,4.31,1.29,1.61
25.7,12.28,-3.14,4.39
25.8,9.57,-3.1,-2.08
25.9,12.59,0.31,-1.53
26,8.16,-2.82,-0.86
26.1,8.16,-2.82,-0.86
26.2,10.51,-2.28,-0.47
26.3,10.51,-2.28,-0.47
26.4,15.97,2.2,-1.57
26.5,7.96,-0.16,-0.35
26.6,5.33,0.39,1.84
26.7,5.33,0.39,1.84
26.8,11.89,-3.14,3.53
26.9,13.89,1.84,-0.59
27,7.73,1.88,-0.39
27.1,9.38,-3.53,0.31
27.2,9.38,-0.12,-0.71
27.3,10.12,-0.55,-0.82
27.4,10.12,-0.55,-0.82
27.5,11.26,-3.77,-2.67
27.6,13.22,0.86,-0.31
27.7,13.22,0.86,-0.31
27.8,13.22,0.86,-0.31
27.9,13.22,0.86,-0.31
28,8.08,-1.73,-0.43
28.1,8.08,-1.73,-0.43
28.2,8.08,-1.73,-0.43
28.3,8.08,-1.73,-0.43
28.4,8.08,-1.73,-0.43
28.5,8.2,-0.94,-0.55
28.6,9.73,-2.12,-0.16
28.7,11.92,-2.35,-1.45
28.8,13.61,-0.67,-1.02
28.9,8.63,-1.41,1.18
29,6.12,-0.35,0.47
29.1,6.12,-0.35,0.47
29.2,6.35,-1.06,2.79
29.3,10.59,-2.82,5.06
29.4,14.4,0.24,0.55
29.5,8.24,-0.9,-1.41
29.6,9.1,-1.18,-0.24
29.7,8.75,-2.55,-0.39
29.8,8.47,-3.26,0.12
29.9,12.12,-3.92,-1.26
30,12.12,-3.92,-1.26
30.1,13.38,-0.27,-1.33
30.2,8.47,-2.2,0.63
30.3,4.98,-0.31,0.59
30.4,5.53,-1.29,4.16
30.5,10.94,-0.9,4.63
30.6,11.77,-0.2,0.82
30.7,8,-1.61,-1.8
30.8,8.67,-1.02,0
30.9,8.75,-3.37,0
31,9.1,-2.63,0.47
31.1,9.65,-3.26,0.12
31.2,10.08,-4,0.27
31.3,7.3,-0.94,0.98
31.4,5.81,0.24,1.02
31.5,6.28,-0.78,3.33
31.6,10.36,-2.98,6.63
31.7,12.47,1.22,2.04
31.8,6.63,-0.78,-1.49
31.9,8.12,-1.41,-0.04
32,9.38,-3.02,-0.12
32.1,8.32,-1.96,-0.16
32.2,10.59,-3.61,-0.27
32.3,11.96,-3.96,-1.61
32.4,12.79,-0.12,0.12
32.5,6.59,-0.63,1.61
32.6,6.67,-0.39,0.71
32.7,5.18,-1.65,4.9
32.8,9.41,-2.35,4.71
32.9,11.41,2.9,-1.49
33,8.75,-3.73,-1.26
33.1,8.2,-1.65,0.24
33.2,9.26,-3.18,-0.04
33.3,8.51,-2.08,-0.24
33.4,10.32,-0.75,0.71
33.5,10.32,-0.75,0.71
33.6,10.32,-0.75,0.71
33.7,10.32,-0.75,0.71
33.8,10.32,-0.75,0.71
33.9,11.38,-5.88,0.35
34,11.38,-5.88,0.35
34.1,11.38,-5.88,0.35
34.2,11.38,-5.88,0.35
34.3,11.38,-5.88,0.35
34.4,13.38,-2.12,0.98
34.5,8.94,2.08,3.1
34.6,9.14,-2.98,0.9
34.7,11.81,0.04,-0.16
34.8,11.26,-2.08,1.92
34.9,6.28,-1.49,2.08
