NAME:,run_1_1.csv,,
EXPIRAMENT TIME:,19/06/2023 12:53,,
ACTIVITY TYPE:,Running,,
COUNT OF ACTUAL STEPS::,165,,
,,,
Time [sec],ACC X,ACC Y,ACC Z 
0,-1.29,-0.16,-11.34
0.1,0.24,-0.63,-9.65
0.2,0.51,-0.98,-10.87
0.3,-1.61,-1.29,-15.06
0.4,1.18,-1.53,-11.02
0.5,1.02,0.98,-11.73
0.6,-2.35,0.31,-16.16
0.7,-1.26,-1.18,-11.38
0.8,-3.73,3.14,-5.26
0.9,1.73,-0.27,-14.98
1,-2.82,2.75,-18.44
1.1,0.12,2.47,-10.12
1.2,0.55,1.18,-4.28
1.3,-1.69,0.59,-19.85
1.4,-1.53,0,-11.06
1.5,-1.29,2.79,1.06
1.6,-1.02,0.9,-15.97
1.7,-6.94,3.96,-13.49
1.8,-0.51,2.86,-9.1
1.9,1.92,2.86,-18.59
2,-4.94,-1.45,-13.3
2.1,-0.51,1.1,-9.41
2.2,-1.18,-0.98,-6.55
2.3,-1.18,4.16,-16.24
2.4,-2.28,2.31,-11.77
2.5,-0.9,3.41,-5.81
2.6,-1.06,7.77,-12.28
2.7,-3.53,4.79,-12
2.8,-1.69,1.18,-9.53
2.9,-1.29,2,-12.28
3,-2.28,3.1,-17.02
3.1,-0.59,3.1,-10.63
3.2,0.39,-1.84,-0.67
3.3,4.39,3.77,-16.79
3.4,-6.2,2.24,-12.47
3.5,-0.27,-0.24,-6.28
3.6,-1.73,3.14,-13.73
3.7,-2.55,2.16,-16.99
3.8,0.12,0.71,-6.83
3.9,2,2.12,-10.98
4,-2.35,4.43,-19.02
4.1,-0.2,0.35,-9.53
4.2,0.31,-1.65,-6.32
4.3,1.22,5.57,-20.01
4.4,0.67,3.73,-17.57
4.5,1.37,1.41,-10.47
4.6,1.53,0.82,-5.84
4.7,-0.75,2.67,-8.9
4.8,-3.26,2.55,-16.51
4.9,1.22,-0.2,-7.69
5,-2.47,-0.51,-6.16
5.1,-4.24,8.67,-10.16
5.2,-4.39,-2.12,-12.24
5.3,-1.18,0.94,-8.32
5.4,-0.63,4.55,-15.69
5.5,-6.12,-0.67,-17.85
5.6,-0.94,0.71,-7.92
5.7,0.27,-3.14,-10.55
5.8,-0.86,-0.08,-12.12
5.9,-1.14,1.92,-10.47
6,-0.78,1.84,-8.32
6.1,-1.65,4.24,-14.98
6.2,-0.82,1.1,-12.83
6.3,-0.35,-1.18,-6.83
6.4,-1.57,0.35,-16.91
6.5,-0.16,3.14,-12.36
6.6,0.82,1.84,-6.59
6.7,0.51,2.24,-11.34
6.8,-2.2,3.65,-14
6.9,-2.2,-0.2,-9.89
7,-2.16,-1.92,-7.1
7.1,-1.26,3.96,-20.01
7.2,0,2.16,-7.37
7.3,1.18,1.88,-7.77
7.4,-1.57,5.02,-18.32
7.5,-2.75,2.04,-13.45
7.6,-0.16,-0.47,-6.39
7.7,0.59,-1.77,-13.34
7.8,-0.12,3.49,-14.51
7.9,1.41,1.73,-9.57
8,0.67,3.61,-8.59
8.1,-0.98,4,-16.28
8.2,-0.98,-0.35,-8.32
8.3,-1.14,-0.04,-6
8.4,3.22,7.34,-19.65
8.5,-1.49,4.9,-17.02
8.6,0.75,3.96,-7.14
8.7,-0.31,3.88,-17.57
8.8,-12.12,-13.42,-17.46
8.9,0.27,0.9,-8
9,-0.24,1.53,-7.34
9.1,-2.28,3.26,-20.01
9.2,-0.59,1.88,-8.28
9.3,0.47,2.04,-7.85
9.4,-1.1,2.86,-11.06
9.5,-8.83,-2.12,-9.02
9.6,-2.75,2.2,-6.71
9.7,2.67,-0.78,-13.73
9.8,-2.55,5.3,-17.38
9.9,-1.1,1.14,-9.41
10,-0.04,4.86,-10.79
10.1,-1.1,5.26,-8.36
10.2,-4.47,2.9,-15.57
10.3,-2.94,2.12,-8.79
10.4,2.71,-1.18,-11.41
10.5,-1.41,2.86,-15.34
10.6,-0.67,3.45,-10.83
10.7,-1.1,2.94,-11.73
10.8,-2.24,5.53,-11.49
10.9,-2.24,1.69,-12.2
11,-2.47,2.04,-7.57
11.1,-0.04,1.73,-12.55
11.2,-0.63,2.2,-10.71
11.3,-0.31,3.02,-8.32
11.4,-0.82,2.28,-16.99
11.5,-2.04,2.28,-11.1
11.6,-1.49,0.43,-9.34
11.7,-0.27,0.2,-14.67
11.8,-0.9,5.06,-12.28
11.9,-0.78,2.63,-8.98
12,-0.82,4.08,-8.98
12.1,-1.73,6.71,-12.16
12.2,-1.57,1.96,-9.89
12.3,-1.41,3.14,-9.06
12.4,0.31,1.26,-14.28
12.5,-0.78,6.24,-12.28
12.6,0.35,2.59,-8.98
12.7,-0.86,3.88,-9.53
12.8,-4.08,8.04,-17.53
12.9,-1.1,2.04,-8.39
13,-0.82,3.57,-8.28
13.1,1.18,3.1,-16.44
13.2,1.02,1.77,-11.3
13.3,-0.55,2.94,-10
13.4,-0.59,1.14,-7.57
13.5,-2.47,5.77,-19.14
13.6,-1.84,2.08,-10.2
