NAME:,run_1_1,,
EXPERIMENT TIME:,19/06/2023 17:27,,
ACTIVITY TYPE:,Running,,
COUNT OF ACTUAL STEPS:,159,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
0.1,-4.35,10.9,-1.49
0.2,-4.63,10.63,-1.92
0.3,-2.51,9.34,-3.8
0.4,-1.69,9.69,-3.69
0.5,-0.67,9.14,-2.94
0.6,-1.53,10.28,-2.71
0.7,-2.08,12.63,-1.65
0.8,-0.75,9.14,-2.24
0.9,-1.49,6.35,-5.81
1,-2.75,14.08,-4.08
1.1,-3.53,11.38,-1.65
1.2,-3.14,2.47,-2.51
1.3,-9.73,7.34,-14.36
1.4,-8.51,16.16,-2.39
1.5,0.31,12.87,-2.82
1.6,0.71,0.71,-4.16
1.7,-1.61,2.31,0.39
1.8,3.49,16.79,-3.69
1.9,-4.35,6.32,-0.39
2,-3.49,-0.47,-1.22
2.1,-2.82,20.01,12.71
2.2,-6.75,20.01,3.77
2.3,-3.02,4.43,-0.27
2.4,0.82,-2.51,-1.92
2.5,2.55,-3.02,-3.45
2.6,-3.45,0.71,-1.37
2.7,-7.1,15.02,5.77
2.8,1.26,10.94,-2.16
2.9,-0.71,0.75,-5.18
3,0.43,0.98,-3.65
3.1,2.9,19.14,1.49
3.2,0.98,0.82,0.78
3.3,-4.43,-4.59,-3.92
3.4,0.98,12.63,-13.49
3.5,4.43,12.83,-2.98
3.6,-0.86,4.67,-4.59
3.7,-0.04,1.84,2.35
3.8,5.18,18.48,-2.39
3.9,-1.73,3.18,-1.53
4,-5.49,-3.77,-5.53
4.1,-1.49,20.01,3.84
4.2,-2.59,20.01,0.47
4.3,-1.96,3.57,-0.47
4.4,-3.53,0.47,0.55
4.5,5.22,17.85,-9.34
4.6,-4.28,6.59,0.04
4.7,-4.28,0.47,-3.22
4.8,-8.83,10.43,-11.06
4.9,-6.83,20.01,4.63
5,-4.35,7.37,-0.51
5.1,1.41,-4.04,-0.55
5.2,-5.18,20.01,-3.96
5.3,-4.43,11.34,-2
5.4,-4.24,1.73,-4
5.5,-5.33,7.65,-11.53
5.6,-8.39,20.01,2.08
5.7,-4.67,6.51,-1.06
5.8,1.02,-2.04,-4.35
5.9,-6.94,20.01,1.41
6,-4.43,13.06,-1.41
6.1,-2.16,2.47,-3.92
6.2,-12.67,7.73,-19.65
6.3,-5.61,20.01,4.71
6.4,-2.86,7.02,-0.75
6.5,1.53,-0.31,-2.47
6.6,-11.96,20.01,5.06
6.7,-6.79,14.91,-1.49
6.8,-2.47,2.43,-1.06
6.9,-4.04,2.16,-11.3
7,-7.53,13.61,5.14
7.1,-0.63,7.14,-4.47
7.2,0.47,-0.24,-5.69
7.3,-5.06,19.85,-17.81
7.4,-1.22,16.95,0.67
7.5,-1.8,2.24,-2.16
7.6,-2.55,-0.67,-1.06
7.7,-7.41,20.01,12.55
7.8,1.45,9.38,-2.63
7.9,0.98,0.08,-7.26
8,-0.71,5.22,-16.24
8.1,2.51,20.01,2
8.2,2.47,-0.31,-2.67
8.3,-5.92,-4.28,-4.71
8.4,-4.28,16.32,7.96
8.5,6,12.67,-1.49
8.6,-0.71,1.33,-8.28
8.7,-2.82,6.24,-15.73
8.8,0.67,20.01,0.35
8.9,2.35,-0.55,-2.71
9,-3.65,-3.92,-5.41
9.1,-8.08,20.01,12.12
9.2,-1.73,15.34,0.47
9.3,-1.41,6.86,-3.65
9.4,-0.08,-0.59,0.55
9.5,3.88,20.01,-2.71
9.6,-1.77,5.45,-0.51
9.7,-5.37,-0.9,-3.96
9.8,6.2,11.26,-11.73
9.9,1.1,14.51,-1.69
10,-1.22,3.06,-2.16
10.1,-0.39,-1.61,1.33
10.2,-1.8,20.01,-9.85
10.3,-3.49,9.92,-0.24
10.4,-5.73,0.67,-1.45
10.5,-9.34,10.08,-14.32
10.6,-10.28,20.01,2.63
10.7,-1.65,5.06,-1.14
10.8,0.98,-1.49,-2.59
10.9,-5.18,19.77,-9.77
11,-8,12.83,0.55
11.1,-1.8,0.78,-1.1
11.2,-8.71,5.3,-14.28
11.3,-8.2,14.47,1.33
11.4,-0.39,6.39,-4.16
11.5,-0.35,0.27,-5.14
11.6,-12.43,20.01,3.61
11.7,-2.55,18.75,0.35
11.8,0.86,1.22,-1.96
11.9,-4.28,-2.94,-1.02
12,-6.2,19.89,8.47
12.1,0.9,9.06,-2.98
12.2,-0.31,0.63,-4.71
12.3,-10.28,16.16,-12.63
12.4,-0.67,20.01,0.2
12.5,3.02,2.04,-2.67
12.6,-3.37,-1.57,-1.33
12.7,-2.31,20.01,-5.06
12.8,2.43,9.3,-3.06
12.9,-0.08,4.39,-4.39
13,-5.26,4.9,-15.1
13.1,1.88,20.01,-0.59
13.2,0.2,4.82,-2.35
13.3,-5.02,-0.82,-3.49
13.4,3.8,15.57,-8.63
13.5,-2.86,18.16,0.12
13.6,-3.1,6.67,-2.47
13.7,1.65,-1.57,-0.82
13.8,1.49,18.99,-5.26
13.9,-2.94,9.02,-1.84
14,-4.12,2.75,-4
14.1,4.12,18.67,-0.71
14.2,-3.73,20.01,1.73
14.3,-5.49,6.12,-0.08
14.4,0.24,-1.57,0
14.5,-4.98,20.01,-7.96
14.6,-5.49,12.08,-2.08
14.7,-2.86,3.49,-2.82
14.8,-12.71,6.35,-16.32
14.9,-10.2,20.01,-2.39
15,-1.37,7.73,-2.2
15.1,1.29,-0.82,-4.63
15.2,-9.14,20.01,0.78
15.3,-4.04,16.04,-1.22
15.4,-2.31,1.41,-1.57
15.5,-2.51,-2.08,-3.73
15.6,-6.2,12.4,2.31
15.7,-0.04,10.12,-2.86
15.8,1.45,2.2,-2.28
15.9,-5.37,13.14,-12
16,-1.1,20.01,-2.71
16.1,3.14,0.59,-4.12
16.2,-5.37,-0.43,-1.37
16.3,1.49,17.97,-9.02
16.4,4.04,11.81,-3.41
16.5,-0.9,4.51,-5.41
16.6,-1.77,3.41,-9.3
16.7,4.47,20.01,-0.55
16.8,-0.51,3.73,-1.14
16.9,-5.26,1.45,-5.65
17,0.59,20.01,3.37
17.1,-2.04,17.38,0.86
17.2,-4.08,5.06,-1.41
17.3,-1.41,-0.51,-1.06
17.4,1.45,19.57,-4.08
17.5,-2.71,4.75,-2.2
17.6,-3.84,1.73,-6.63
17.7,-0.31,20.01,8.36
17.8,-3.65,20.01,1.22
17.9,-4.51,4.51,-0.16
18,-0.04,-0.98,-2.04
18.1,1.8,18.16,-8.04
18.2,-4.31,7.96,0.98
18.3,-2.63,0.2,-4
18.4,-9.69,12.67,-4.67
18.5,-3.06,18.24,3.1
18.6,-0.67,1.88,-0.82
18.7,3.02,0.82,-2.71
18.8,-6.75,20.01,-10.94
18.9,-7.77,16.2,0.16
19,1.37,-1.88,-0.55
19.1,-2.39,1.22,1.06
19.2,-4.31,20.01,7.26
19.3,2.79,12.2,-1.41
19.4,0.59,2.9,-5.14
19.5,0.12,3.49,3.3
19.6,2.79,20.01,-4.82
19.7,-3.73,6.63,0.43
19.8,-3.65,1.1,-2.35
19.9,-2,20.01,13.18
20,-7.92,20.01,3.37
20.1,-3.73,4.55,-0.24
20.2,0.12,-0.75,-3.22
