NAME:,run_2_1.csv,,
EXPIRAMENT TIME:,19/06/2023 12:56,,
ACTIVITY TYPE:,Running,,
COUNT OF ACTUAL STEPS::,157,,
,,,
Time [sec],ACC X,ACC Y,ACC Z 
0,0.27,0.63,-12.71
0.1,0.08,0.78,-12.98
0.2,-0.9,-0.12,-13.3
0.3,-0.16,-0.94,-11.85
0.4,0.27,-0.67,-9.65
0.5,2.31,-0.98,-10.51
0.6,-0.39,-0.04,-15.06
0.7,-0.43,0.47,-8.55
0.8,0.08,-1.02,-12
0.9,-0.94,0.51,-14.63
1,0.35,-0.67,-11.77
1.1,0.2,1.02,-9.41
1.2,-0.12,3.3,-15.26
1.3,-1.37,1.26,-10.83
1.4,-0.82,1.65,-9.18
1.5,1.73,0.08,-13.65
1.6,0.04,1.26,-12.91
1.7,0.08,-0.27,-8.43
1.8,-3.18,3.1,-8.16
1.9,0.51,4.31,-20.01
2,0.63,-0.08,-10.71
2.1,-2.16,3.1,-10
2.2,-1.14,1.57,-13.77
2.3,-1.84,2.59,-15.18
2.4,0.35,-1.77,-9.1
2.5,0.27,-0.47,-8.08
2.6,-1.18,3.41,-14.36
2.7,3.14,3.88,-11.96
2.8,-2.51,1.88,-11.02
2.9,-1.45,3.84,-13.3
3,0.94,2.98,-10.08
3.1,0.94,0.94,-8.67
3.2,-0.16,-0.59,-12.71
3.3,-1.88,0.47,-11.81
3.4,-1.33,2.59,-8.04
3.5,-0.31,0.35,-13.73
3.6,1.14,2.39,-13.34
3.7,0.67,0.59,-10.43
3.8,0.31,-0.59,-10.2
3.9,-0.12,2.75,-13.34
4,-1.33,2.31,-10.24
4.1,-1.57,2.55,-10.16
4.2,-0.27,2.31,-13.18
4.3,2.28,2.9,-10.55
4.4,0.16,0.43,-7.65
4.5,-0.9,-0.78,-14.08
4.6,-1.41,2.51,-9.89
4.7,-0.98,1.8,-9.38
4.8,-1.14,2.47,-11.49
4.9,-2.08,2.2,-11.02
5,2.94,1.57,-10.28
5.1,1.14,1.22,-11.89
5.2,0.39,3.84,-14.95
5.3,-1.45,0.86,-9.38
5.4,-1.96,1.06,-10.2
5.5,-1.14,1.53,-12
5.6,0.16,2.39,-13.65
5.7,0.94,0.67,-10.04
5.8,0.9,2.55,-16.63
5.9,-2.43,-1.1,-10.28
6,-2.12,2.08,-9.53
6.1,-3.3,0.47,-14.2
6.2,-0.04,3.18,-14.12
6.3,1.1,1.77,-10.98
6.4,0.67,1.26,-9.34
6.5,2.9,3.1,-11.34
6.6,-1.29,1.65,-10.79
6.7,-3.14,3.02,-5.84
6.8,-3.61,7.88,-20.01
6.9,-2.55,3.18,-16.4
7,0.2,2.43,-9.69
7.1,-0.08,1.06,-8.36
7.2,-0.9,2.16,-14.24
7.3,-1.45,0.31,-12.75
7.4,-2.2,3.73,-9.14
7.5,-1.1,3.1,-15.46
7.6,2.39,-1.41,-10.75
7.7,0.04,2.24,-8.87
7.8,1.53,-0.78,-11.65
7.9,-0.71,3.53,-14.87
8,-1.26,0.94,-8.83
8.1,-3.41,1.37,-10.94
8.2,-0.59,2.28,-16.99
8.3,0.27,1.96,-9.18
8.4,1.49,2,-9.73
8.5,2.35,-0.12,-12.24
8.6,-0.94,1.61,-11.02
8.7,-2.39,3.53,-10.24
8.8,-0.86,1.45,-12.2
8.9,2.16,1.92,-13.1
9,3.53,0.71,-10
9.1,1.22,2.63,-13.73
9.2,0.75,1.49,-14.63
9.3,-1.37,-0.27,-8.24
9.4,-1.49,0.67,-8.67
9.5,-2.35,2.16,-11.34
9.6,2.35,1.1,-11.89
9.7,1.88,1.73,-9.96
9.8,0.27,-0.04,-12.67
9.9,-1.73,4.39,-13.69
10,-1.77,1.02,-9.14
10.1,-1.18,0.27,-8.83
10.2,-0.2,-1.73,-13.42
10.3,1.84,2.86,-10.43
10.4,0.31,0.59,-13.96
